proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,expert_business_relevance,expert_teaching,biblical_context,thematic_category,cultural_authenticity,source,source_reference,original_proverb_number,page_number,extraction_date,validation_status,expert_notes
MW_060,Mwanake wi na indo ndoihanaga.,"The youth who has enough to buy his girl, need not beseech her.",,Focus: Wealth creation and prosperity principles,,,poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,Ba 619,60,0,2025-10-02,expert_validated,Category: W
MW_060,Mwanake wi na indo ndoihanaga.,"The youth who has enough to buy his girl, need not beseech her.",Money is the sinew of love as well as war.,Money is the sinew of love as well as war. | Teaching: The proverb teaches that money can be used for a good or bad purpose. One must be careful not to hurt oneself or others using money. | Focus: Wealth creation and prosperity principles,The proverb teaches that money can be used for a good or bad purpose. One must be careful not to hurt oneself or others using money.,"2 Timothy 3:2 “For people will be lovers of self, lovers of money, proud, arrogant, abusive, disobedient to their parents, ungrateful, unholy…”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,Ba 619,60,0,2025-10-02,expert_validated,Category: W
MW_061,Mwendia niaguraga.,The one who sells also buys.,,Focus: Integrated wealth and money management,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"GJW M 512, Ba 633, N 433",61,93,2025-10-02,expert_validated,Category: WM
MW_061,Mwendia niaguraga.,The one who sells also buys.,To sell and to buy are both business.,To sell and to buy are both business. | Teaching: It teaches that a person should be careful in one’s line of business because roles do change. The business owner can lose his business and become an employee of another. | Focus: Integrated wealth and money management,It teaches that a person should be careful in one’s line of business because roles do change. The business owner can lose his business and become an employee of another.,"Isaiah 38:12 “Like a shepherd’s tent my house has been pulled down and taken from me. Like a weaver, I have rolled up my life and he has cut me off from the loom, day and might you made an end of me.”",business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"GJW M 512, Ba 633, N 433",61,93,2025-10-02,expert_validated,Category: WM
MW_062,Muthuuri athikagwo na indo.,An old man is buried with his wealth.,,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 245,62,94,2025-10-02,expert_validated,Category: MW
MW_062,Muthuuri athikagwo na indo.,An old man is buried with his wealth.,"After death of a wealthy man, his riches also diminish.","After death of a wealthy man, his riches also diminish. | Teaching: It teaches that the owner of wealth bequeaths it to his sons in the hope that they will value and multiply it as he did. Unfortunately, it was squandered.","It teaches that the owner of wealth bequeaths it to his sons in the hope that they will value and multiply it as he did. Unfortunately, it was squandered.","Proverbs 27:24 “For wealth is not forever, and money does not go on for all generations.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 245,62,94,2025-10-02,expert_validated,Category: MW
MW_063,Ndonga imwe ndihingaga iriuko.,A rich man cannot block the ford.,,Focus: Wealth creation and prosperity principles,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW N 70, Ba 677, N 488",63,95,2025-10-02,expert_validated,Category: W
MW_063,Ndonga imwe ndihingaga iriuko.,A rich man cannot block the ford.,No living man is all things. Many hands are better than one.,No living man is all things. Many hands are better than one. | Teaching: A person cannot do everything alone even if he is wealthy. One must partner with others in order for his investments to grow from combined efforts. | Focus: Wealth creation and prosperity principles,A person cannot do everything alone even if he is wealthy. One must partner with others in order for his investments to grow from combined efforts.,"Corinthians 12:17-20 “If the whole body were an eye, where would the sense of hearing be? If the whole body were an ear, where would the sense of smell be? But in fact God has placed the parts in the body, every one of them, just as he wanted them to be. If they were all one part, where would the body be? As it is, there are many parts, but one body”.",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW N 70, Ba 677, N 488",63,95,2025-10-02,expert_validated,Category: W
MW_064,Ndonga naanu irugiitwo ni mukari.,"An arrogant rich man, is surpassed by a miser.",,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW N 71, Ba 676",64,96,2025-10-02,expert_validated,Category: MW
MW_064,Ndonga naanu irugiitwo ni mukari.,"An arrogant rich man, is surpassed by a miser.",Being mean is a vice not easy to break.,Being mean is a vice not easy to break. | Teaching: It teaches that it is better to be denied by the miser than to be given by an abusive rich man. This cautions that the excesses of wealth can make a person not appreciate others.,It teaches that it is better to be denied by the miser than to be given by an abusive rich man. This cautions that the excesses of wealth can make a person not appreciate others.,"Proverbs 21:24 ""Proud [and] haughty scorner [is] his name, who dealeth in proud wrath."" Proverbs 14:21 “It is a sin to despise one's neighbor, but blessed is the one who is kind to the needy.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW N 71, Ba 676",64,96,2025-10-02,expert_validated,Category: MW
MW_065,Ndugu nyingi ithaatagia muhuko.,Many acquaintances deplete the pocket,,Business wisdom from tradition,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"Ba 683, GJW N 57. KW vol.1 pg 197",65,97,2025-10-02,expert_validated,Category: MW
MW_065,Ndugu nyingi ithaatagia muhuko.,Many acquaintances deplete the pocket.,Choose friends who add value to your life. “To be without a friend is to be poor indeed.” ~ Tanzanian proverb,Choose friends who add value to your life. “To be without a friend is to be poor indeed.” ~ Tanzanian proverb | Teaching: It cautions against being too generous to those who pretend to be one’s friends. All they do is deplete one’s resources either wealth or money.,It cautions against being too generous to those who pretend to be one’s friends. All they do is deplete one’s resources either wealth or money.,"2 Corinthians 9:7 “Each one must give as he has decided in his heart, not reluctantly or under compulsion, for God loves a cheerful giver.”",poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,"Ba 683, GJW N 57. KW vol.1 pg 197",65,97,2025-10-02,expert_validated,Category: MW
MW_066,Ngai ndoonagio nda.,God is not shown one’s belly.,,Focus: Integrated wealth and money management,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,KW vil.1 pg 318,66,98,2025-10-02,expert_validated,Category: WM
MW_066,Ngai ndoonagio nda.,God is not shown one’s belly.,"Do not blow your own trumpet, instead show gratitude to God.","Do not blow your own trumpet, instead show gratitude to God. | Teaching: This proverb teaches against ungratefulness at the wake of good forturne, and warns those who take blessings for granted, that all can be taken away just as easily as it was given unto them. | Focus: Integrated wealth and money management","This proverb teaches against ungratefulness at the wake of good forturne, and warns those who take blessings for granted, that all can be taken away just as easily as it was given unto them.","Numbers 14 “And the Lord said, I have pardoned according to your word…Because all those men which have seen My glory, and My miracles…have not hearkened to My voice; surely they shall not see the land which I swore unto their fathers, neither shall any of them that provoked Me see it… 2 Thessalonians 2:4 - Who opposeth and exalteth himself above all that is called God, or that is worshipped; so that he as God sitteth in the temple of God, shewing himself that he is God.",business_wisdom,5.0,Margaret_Wambere_Ireri_2014,KW vil.1 pg 318,66,98,2025-10-02,expert_validated,Category: WM
MW_067,Ngia itari thiiri ti ngia.,A poor person with no debts is not so poor a person.,,Focus: Wealth creation and prosperity principles,,,poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,"GJW N 124, N 475",67,100,2025-10-02,expert_validated,Category: W
MW_067,Ngia itari thiiri ti ngia.,A poor person with no debts is not so poor a person.,Nobody has everything or is self sufficient.,Nobody has everything or is self sufficient. | Teaching: It teaches that it is acceptable for a person without property or wealth to borrow from those who have in order to establish themselves. | Focus: Wealth creation and prosperity principles,It teaches that it is acceptable for a person without property or wealth to borrow from those who have in order to establish themselves.,"Psalms 37:21 “The wicked borroweth, and payeth not again: but the righteous sheweth mercy, and giveth.”",poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,"GJW N 124, N 475",67,100,2025-10-02,expert_validated,Category: W
MW_068,Njuuku ni migathi ya ndonga,,,Focus: Wealth creation and prosperity principles,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"KW vol.1 pg 318, Ba 753, N 500",68,101,2025-10-02,expert_validated,Category: W
MW_068,Njuuku ni migathi ya ndonga,,"Ignore slander and go about your endeavours. Teaching This proverb teaches when one is rich, they are prone to being talked about, either positively or negatively. This is due to curiosity, admiration, or envy among other feelings. A rich person should therefore shoulder all these burdens and plough on with their business.","Ignore slander and go about your endeavours. Teaching This proverb teaches when one is rich, they are prone to being talked about, either positively or negatively. This is due to curiosity, admiration, or envy among other feelings. A rich person should therefore shoulder all these burdens and plough on with their business. | Focus: Wealth creation and prosperity principles",,"Proverbs 11:13 “He who goes about as a talebearer reveals secrets, but he who is trustworthyin spirit keeps a thing hidden.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"KW vol.1 pg 318, Ba 753, N 500",68,101,2025-10-02,expert_validated,Category: W
MW_069,Riua ritiri gitonga no ngia theri. (Riua ritiui gitonga no ngia their),"The sun has no rich people, but only the poor people.",,Focus: Wealth creation and prosperity principles,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,Riua ritiui gitonga no ngia their,69,102,2025-10-02,expert_validated,Category: W
MW_069,"Riua ritiri gitonga no ngia theri. (Riua ritiui gitonga no ngia their) (GJW R 23,Ba","The sun has no rich people, but only the poor people.",Human beings have similar rough experiences in life.,"Human beings have similar rough experiences in life. | Teaching: In the dry season neither the rich nor poor people can plant. This proverb teaches that sometimes the rich person experiences harsh and difficult times in life, the same as the poor person. | Focus: Wealth creation and prosperity principles","In the dry season neither the rich nor poor people can plant. This proverb teaches that sometimes the rich person experiences harsh and difficult times in life, the same as the poor person.","John 16:33 “I have said these things to you, that in me you may have peace. In the world you will have tribulation. But take heart; I have overcome the world.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,Riua ritiui gitonga no ngia their,69,102,2025-10-02,expert_validated,Category: W
MW_070,Ruthuuro rutiiyuragia ikumbi,Selected goods do not fill the granary.,,Focus: Wealth creation and prosperity principles,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,GJW R 79,70,103,2025-10-02,expert_validated,Category: W
MW_070,Ruthuuro rutiiyuragia ikumbi,Selected goods do not fill the granary.,Desire for good things is endless.,Desire for good things is endless. | Teaching: It teaches that a person cannot be too choosy for him/her to survive. Always make best use of what you have and make it prosper. Good things don’t always satisfy a person. | Focus: Wealth creation and prosperity principles,It teaches that a person cannot be too choosy for him/her to survive. Always make best use of what you have and make it prosper. Good things don’t always satisfy a person.,"Haggai 1:5-6 “Now therefore, thus says the LORD of hosts, ""Consider your ways! ""You have sown much, but harvest little; you eat, but there is not enough to be satisfied; you drink, but there is not enough to become drunk; you put on clothing, but no one is warm enough; and he who earns, earns wages to put into a purse with holes.",business_wisdom,5.0,Margaret_Wambere_Ireri_2014,GJW R 79,70,103,2025-10-02,expert_validated,Category: W
MW_071,Ruua rukuhi rutiri thogora.,A short hide is of no value.,,Focus: Wealth creation and prosperity principles,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,Ba 795,71,104,2025-10-02,expert_validated,Category: W
MW_071,Ruua rukuhi rutiri thogora.,A short hide is of no value.,Do not under-estimate the benefits that small things can bring.,"Do not under-estimate the benefits that small things can bring. | Teaching: This proverb teaches that small things may seem to be of little benefit to the owner. However, if put to good use they can be of great value to the owner. All things are valuable, one way or another. | Focus: Wealth creation and prosperity principles","This proverb teaches that small things may seem to be of little benefit to the owner. However, if put to good use they can be of great value to the owner. All things are valuable, one way or another.","Luke 12:6-7 ”Are not five sparrows sold for two pennies? And not one of them is forgotten before God. Why, even the hairs of your head are all numbered. Fear not; you are of more value than many sparrows”",business_wisdom,5.0,Margaret_Wambere_Ireri_2014,Ba 795,71,104,2025-10-02,expert_validated,Category: W
MW_072,Thieri itireraga kwa ngia.,,,Focus: Wealth creation and prosperity principles,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"GJW T 23, N 562, Ba 846",72,106,2025-10-02,expert_validated,Category: W
MW_072,Thieri itireraga kwa ngia.,,A poor man has no friends.,"A poor man has no friends. | Teaching: It teaches us not to discriminate or judge others. It is assumed that a poor man has nothing to offer in terms of property. In reality, he may offer other non-monetary help. | Focus: Wealth creation and prosperity principles","It teaches us not to discriminate or judge others. It is assumed that a poor man has nothing to offer in terms of property. In reality, he may offer other non-monetary help.",Psalms 118:22 “The stone which the builders rejected has become the head of the corner.” Verse 24 “This is the day which the Lord has made; let us rejoice and be glad in it.”,poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,"GJW T 23, N 562, Ba 846",72,106,2025-10-02,expert_validated,Category: W
MW_073,Thiina nduri miri .,Poverty has no roots.,,Business wisdom from tradition,,,poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,"GJW T 30, Ba 838",73,108,2025-10-02,expert_validated,Category: MW
MW_073,Thiina nduri miri .,Poverty has no roots.,Troubles pass!,"Troubles pass! | Teaching: Poverty can be removed, if one puts a mind to it. It is not a permanent situation. A person should work hard to eradicate it.","Poverty can be removed, if one puts a mind to it. It is not a permanent situation. A person should work hard to eradicate it.","Proverbs 28:19 “Those who work their land will have abundant food, but those who chase fantasies will have their fill of poverty.”",poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,"GJW T 30, Ba 838",73,108,2025-10-02,expert_validated,Category: MW
MW_074,Thiiri utarihwo no wa urogi.,The only debt which is not payable is the one of poisoning someone.,,Focus: Money management and financial wisdom,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW T 41, N 563, Ba 847",74,109,2025-10-02,expert_validated,Category: M
MW_074,Thiiri utarihwo no wa urogi.,The only debt which is not payable is the one of poisoning someone.,"As long as one is alive, there is always a chance to overcome one’s enemies. “He that dies pays all debts.”-William Shakespeare","As long as one is alive, there is always a chance to overcome one’s enemies. “He that dies pays all debts.”-William Shakespeare | Teaching: All crimes can be paid for with a fine, but a crime of bewitching must be met with a heavier punishment because death is final. A person can harm another , but extreme harm may be impossible to compensate. | Focus: Money management and financial wisdom","All crimes can be paid for with a fine, but a crime of bewitching must be met with a heavier punishment because death is final. A person can harm another , but extreme harm may be impossible to compensate.","Mark 11:25 “And whenever you stand praying, forgive, if you have anything against anyone, so that your Father also who is in heaven may forgive you your trespasses.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW T 41, N 563, Ba 847",74,109,2025-10-02,expert_validated,Category: M
MW_075,Thogora nduri mwana na nyina.,"In business bargain, there is no child or mother.",,Focus: Money management and financial wisdom,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW T 58, Ba 852, N 570",75,0,2025-10-02,expert_validated,Category: M
MW_075,Thogora nduri mwana na nyina.,"In business bargain, there is no child or mother.",Friendship does not mix with business.,"Friendship does not mix with business. | Teaching: It teaches that when doing business all people are equal buyers regardless of their association to the seller. One should not show favour to some because the business will not flourish. “When it is a question of money, everybody is of the same religion. ~Voltaire Bible parallel 2 Corinthians 6:17 “Wherefore Come ye out from among them, and be ye separate, saith the Lord, and touch no unclean thing; And I will receive you,” | Focus: Money management and financial wisdom","It teaches that when doing business all people are equal buyers regardless of their association to the seller. One should not show favour to some because the business will not flourish. “When it is a question of money, everybody is of the same religion. ~Voltaire Bible parallel 2 Corinthians 6:17 “Wherefore Come ye out from among them, and be ye separate, saith the Lord, and touch no unclean thing; And I will receive you,”",,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW T 58, Ba 852, N 570",75,0,2025-10-02,expert_validated,Category: M
MW_076,Thogora ni mururumo utaruo.,Buying and selling causes much noice but no strife.,,Focus: Money management and financial wisdom,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"GJW T 59, Ba 851",76,111,2025-10-02,expert_validated,Category: M
MW_076,Thogora ni mururumo utaruo.,Buying and selling causes much noise but no strife.,It is normal to disagree. “Price is what you pay. Value is what you get.” Warren Buffett,"It is normal to disagree. “Price is what you pay. Value is what you get.” Warren Buffett | Teaching: When people are dealing or discussing issues with each other they may not agree on an opinion or a bargain, and should therefore, respect each other’s views. | Focus: Money management and financial wisdom","When people are dealing or discussing issues with each other they may not agree on an opinion or a bargain, and should therefore, respect each other’s views.",Leviticus 25:15 “You are to buy from your own people on the basis of the number of years since the Jubilee. And they are to sell to you on the basis of the number of years left for harvesting crops”.,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"GJW T 59, Ba 851",76,111,2025-10-02,expert_validated,Category: M
MW_077,Thogora ni maitho.,Buying and selling involves the eyes.,,Focus: Money management and financial wisdom,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"GJW T 61, N 571",77,112,2025-10-02,expert_validated,Category: M
MW_077,Thogora ni maitho.,Buying and selling involves the eyes.,"First impressions matter, but let the buyer beware.","First impressions matter, but let the buyer beware. | Teaching: It teaches that our convictions are as a result of what we perceive. Our judgement can be influenced by what we see other than the reality, of a situation. However, one should give credit where credit is due. | Focus: Money management and financial wisdom","It teaches that our convictions are as a result of what we perceive. Our judgement can be influenced by what we see other than the reality, of a situation. However, one should give credit where credit is due.","Matthew 6:22-23 “The light of the body is the eye: if therefore thine eye be single, thy whole body shall be full of light.”",business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"GJW T 61, N 571",77,112,2025-10-02,expert_validated,Category: M
MW_078,Thogora uuragagwo ni kiongereri.,A bargain breaks down over the extra demand.,,Focus: Money management and financial wisdom,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,GJW T 60,78,0,2025-10-02,expert_validated,Category: M
MW_078,Thogora uuragagwo ni kiongereri.,A bargain breaks down over the extra demand.,Make a fair deal if you can. Fair exchange is no robbery.,"Make a fair deal if you can. Fair exchange is no robbery. | Teaching: It teaches that unfortunately, in collective bargaining one party or the other too often tries to gain an advantage - a bargain, like buying something in a store for less than it is worth. | Focus: Money management and financial wisdom","It teaches that unfortunately, in collective bargaining one party or the other too often tries to gain an advantage - a bargain, like buying something in a store for less than it is worth.","Leviticus 25:17 “Do not take advantage of each other, but fear your God. I am the LORD your God.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,GJW T 60,78,0,2025-10-02,expert_validated,Category: M
MW_079,Tiga kwihira uriri wi riikoini. GJW T 85) MW,When you are poor do not equate yourself with the rich.,,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,,79,0,2025-10-02,expert_validated,Category: MW
MW_079,Tiga kwihira uriri wi riikoini. GJW T 85) MW,When you are poor do not equate yourself with the rich.,Be yourself.,"Be yourself. | Teaching: It teaches us that a person should live within his/her own means, as their resources can allow. Pretences lead to debts and failure to accept ones status in society.","It teaches us that a person should live within his/her own means, as their resources can allow. Pretences lead to debts and failure to accept ones status in society.","Proverbs 13:7 “There is one who pretends to be rich, but has nothing; another pretends to be poor, but has great wealth.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,,79,0,2025-10-02,expert_validated,Category: MW
MW_080,Uhunii eetaga uhutii mukoroku. .,"He who is satisfied, calls the hungry one greedy.",,Business wisdom from tradition,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 319,80,115,2025-10-02,expert_validated,Category: MW
MW_080,Uhunii eetaga uhutii mukoroku. .,"He who is satisfied, calls the hungry one greedy.",We are all protective of our turfs.,We are all protective of our turfs. | Teaching: This proverb teaches against selfishness. A person who is comfortable/wealthy should not view the one struggling as being overly greedy. We should appreciate the other person’s efforts towards making his life better.,This proverb teaches against selfishness. A person who is comfortable/wealthy should not view the one struggling as being overly greedy. We should appreciate the other person’s efforts towards making his life better.,"1 Thessalonians 5:12 “But we request of you, brethren, that you appreciate those who diligently labor among you, and have charge over you in the Lord and give you instruction,…”",wealth_management,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 319,80,115,2025-10-02,expert_validated,Category: MW
MW_081,Ukari muhithe ndumenanagirwo. MW,Hidden miserliness does not attract scorn.,,Focus: Wealth creation and prosperity principles,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,,81,116,2025-10-02,expert_validated,Category: W
MW_081,Ukari muhithe ndumenanagirwo. MW,Hidden miserliness does not attract scorn.,Be hospitable as a habit.,Be hospitable as a habit. | Teaching: It teaches that a person should desist from making their stinginess obvious to others so that they do not scorn and hate you. At least give a token and without showing off your wealth. | Focus: Wealth creation and prosperity principles,It teaches that a person should desist from making their stinginess obvious to others so that they do not scorn and hate you. At least give a token and without showing off your wealth.,"Hebrews 13:2 “Do not neglect to show hospitality to strangers, for thereby some have entertained angels unawares.”",business_wisdom,5.0,Margaret_Wambere_Ireri_2014,,81,116,2025-10-02,expert_validated,Category: W
MW_082,"Urugari nduri indo, ni heho iri indo.","Warmth has no wealth, it is the cold that has.",,Focus: Wealth creation and prosperity principles,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW U 96, Ba 928",82,117,2025-10-02,expert_validated,Category: W
MW_082,"Urugari nduri indo, ni heho iri indo.","Warmth has no wealth, it is the cold that has.",God helps those who help themselves.,"God helps those who help themselves. | Teaching: It teaches that a person, with or without wealth, must associate with others constantly in order to get all his needs provided for and to be able to improve his status in life. He should trust in God above all. | Focus: Wealth creation and prosperity principles","It teaches that a person, with or without wealth, must associate with others constantly in order to get all his needs provided for and to be able to improve his status in life. He should trust in God above all.","God helps those who help themselves!""Hezekiah 6:1 Jeremiah 17:5 “This is what the LORD says: ""Cursed is the one who trusts in man, who depends on flesh for his strength and whose heart turns away from the LORD.",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW U 96, Ba 928",82,117,2025-10-02,expert_validated,Category: W
MW_083,Urume uri iraria.(Urume wi indo),Bravery brings wealth.,,Focus: Wealth creation and prosperity principles,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,Urume wi indo,83,119,2025-10-02,expert_validated,Category: W
MW_083,Urume uri iraria.(Urume wi indo),Bravery brings wealth.,Believe in yourself. Fortune favours the brave. “Yes we can!” President Barack Obama,"Believe in yourself. Fortune favours the brave. “Yes we can!” President Barack Obama | Teaching: A person has to be fearless when dealing with issues in life. Whatever the situation, one must take care and caution in order to succeed in achieving the goal to acquire wealth. | Focus: Wealth creation and prosperity principles","A person has to be fearless when dealing with issues in life. Whatever the situation, one must take care and caution in order to succeed in achieving the goal to acquire wealth.","Ephesians 6:14-17 “Stand therefore, having put on the breastplate of righteousness, and having shod your feet with the equipment of the gospel of peace; besides all these, taking the shield of faith, with which you can quench all the flaming darts of the evil one. And take the helmet of salvation, and the sword of the Spirit, which is the word of God.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,Urume wi indo,83,119,2025-10-02,expert_validated,Category: W
MW_084,Utaana uminagira murokerwo ng’ombe.,Generosity ruins the man who gives his cows to morning visitors.,,Focus: Wealth creation and prosperity principles,,,generosity_sharing,5.0,Margaret_Wambere_Ireri_2014,"GJW U 100, Ba 933",84,120,2025-10-02,expert_validated,Category: W
MW_084,Utaana uminagira murokerwo ng’ombe.,Generosity ruins the man who gives his cows to morning visitors.,Too much of anything can cause problems. It is balance that matters.,Too much of anything can cause problems. It is balance that matters. | Teaching: It teaches that a person should share his wealth sensibly and for good reason. | Focus: Wealth creation and prosperity principles,It teaches that a person should share his wealth sensibly and for good reason.,"Luke 6:38 “Give, and it will be given to you. Good measure, pressed down, shaken together, running over, will be put into your lap. For with the measure you use it will be measured back to you.”",generosity_sharing,5.0,Margaret_Wambere_Ireri_2014,"GJW U 100, Ba 933",84,120,2025-10-02,expert_validated,Category: W
MW_085,Utari ndari ngoro (Githumbi/ githumba gitiri ngoro),He who has nothing has no heart.,,Business wisdom from tradition,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,Githumbi/ githumba gitiri ngoro,85,122,2025-10-02,expert_validated,Category: MW
MW_085,Utari ndari ngoro (Githumbi/ githumba gitiri ngoro),He who has nothing has no heart.,Appreciate the help given to you always. “Give thanks for a little and you will find a lot.”- Hausa proverb (Nigeria),Appreciate the help given to you always. “Give thanks for a little and you will find a lot.”- Hausa proverb (Nigeria) | Teaching: A person seeking assistance from others accepts what he is given; even if he is denied what he wants. He perseveres all humiliation and injustices in order to get what he needs.,A person seeking assistance from others accepts what he is given; even if he is denied what he wants. He perseveres all humiliation and injustices in order to get what he needs.,"Proverbs 13:7 “The ransom of a man's life is his wealth, But the poor hears no rebuke.…”",generosity_sharing,5.0,Margaret_Wambere_Ireri_2014,Githumbi/ githumba gitiri ngoro,85,122,2025-10-02,expert_validated,Category: MW
MW_086,Utari ndeetagwo ndundu. .,A poor man is not invited to a private discussion.,,Business wisdom from tradition,,,poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,"GJW U 109, Ba 938",86,0,2025-10-02,expert_validated,Category: MW
MW_086,Utari ndeetagwo ndundu. .,A poor man is not invited to a private discussion.,Don’t judge others,"Don’t judge others | Teaching: A person without wealth is usually ignored and considered as not having any wisdom to contribute or to advice anyone. Therefore, a person must work hard in order to have consideration in society.","A person without wealth is usually ignored and considered as not having any wisdom to contribute or to advice anyone. Therefore, a person must work hard in order to have consideration in society.","Proverbs 19:4 “Wealth brings many new friends, but a poor man is deserted by his friend.”",poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,"GJW U 109, Ba 938",86,0,2025-10-02,expert_validated,Category: MW
MW_087,Utari ni wa kwa mari. (Muthiini egiritagia itonga) .,A poor man leans on the rich.,,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,Muthiini egiritagia itonga,87,123,2025-10-02,expert_validated,Category: MW
MW_087,Utari ni wa kwa mari. (Muthiini egiritagia itonga) .,"A poor man leans on the rich. Kiswahili : Maskini hutegemea matajiri. Meaning: Each person needs another, regardless of status. Teaching: This proverb teaches that within a family or community, people cannot be equal. Some are poor and others rich. But they need each other for daily objectives to be achieved. Bible parallel: 1 Thessalonians 5:11 “Therefore encourage one another and build each other up, just as in fact you are doing.”","Each person needs another, regardless of status.","Each person needs another, regardless of status. | Teaching: This proverb teaches that within a family or community, people cannot be equal. Some are poor and others rich. But they need each other for daily objectives to be achieved.","This proverb teaches that within a family or community, people cannot be equal. Some are poor and others rich. But they need each other for daily objectives to be achieved.","1 Thessalonians 5:11 “Therefore encourage one another and build each other up, just as in fact you are doing.”",community_relations,5.0,Margaret_Wambere_Ireri_2014,Muthiini egiritagia itonga,87,123,2025-10-02,expert_validated,Category: MW
MW_088,Uthaka nduriagwo.,Beauty is not consumed.,,Focus: Wealth creation and prosperity principles,,,business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"N 613, Ba 944, GJW U 115, KW vol.1 pg 286",88,124,2025-10-02,expert_validated,Category: W
MW_088,Uthaka nduriagwo.,Beauty is not consumed.,Beauty is not all in life.,Beauty is not all in life. | Teaching: Physical beauty creates pride and complacency. This proverb discourages this and teaches that beauty does not provide for your human needs. One has to do useful work in order to survive and prosper. | Focus: Wealth creation and prosperity principles,Physical beauty creates pride and complacency. This proverb discourages this and teaches that beauty does not provide for your human needs. One has to do useful work in order to survive and prosper.,"1 Peter 4:10 “Based on the gift each one has received, use it to serve others, as good managers of the varied grace of God.”",business_wisdom,5.0,Margaret_Wambere_Ireri_2014,"N 613, Ba 944, GJW U 115, KW vol.1 pg 286",88,124,2025-10-02,expert_validated,Category: W
MW_089,Uthaka wa mundurume ni mbeeca. M,The beauty of a man is money.,,Focus: Wealth creation and prosperity principles,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,,89,125,2025-10-02,expert_validated,Category: W
