proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,openai_literal,openai_proverb,openai_reasoning,openai_confidence,openai_time,cohere_literal,cohere_proverb,cohere_reasoning,cohere_confidence,cohere_time,nllb_literal,nllb_proverb,nllb_confidence,nllb_time,google_literal,google_proverb,google_time,timestamp
MW_026,Indo ciene inoragia mundu itina rimwe. W,Other people’s property fattens only one buttock.,"Self reliance is the best choice in life ""The only prosperity the people can afford to be satisfied with is the kind that lasts""- Henry Ford",A single finger cannot lift a person.,It takes a village to raise a child.,"The Kikuyu proverb emphasizes the importance of community and collaboration, suggesting that individual effort alone is insufficient for significant achievements. The English equivalent captures this communal spirit, highlighting that collective support is necessary for success, especially in nurturing and raising children. Both proverbs convey the idea that teamwork and cooperation are essential in overcoming challenges.",0.9,2.7785890102386475,A person who wants to eat the whole world.,A greedy person wants to swallow everything.,"The Kikuyu proverb uses the image of wanting to 'eat the whole world' to convey the idea of extreme greed or desire for possession.  The English equivalent captures the same meaning using a different metaphor, 'swallowing everything', which is more common in English idiomatic expressions.",0.9,6.7540647983551025,The real things are all the same.,The real things are all the same.,0.85,1.306732177734375,Indo Ciene Inoragia Mundu Kitina one. W,Indo Ciene Inoragia Mundu Kitina one. W,2.1602072715759277,2025-10-10T02:04:59.233215
MW_027,Indo ciene iri mutino.,Stolen goods bring misfortune.,Ill gotten goods seldom prosper.,A child does not forget its mother's voice.,A child will always recognize its mother's voice.,"The Kikuyu proverb emphasizes the deep bond and connection between a child and their mother, highlighting that a child's recognition of their mother's voice is instinctual and enduring. The English equivalent captures this sentiment, conveying the idea of an innate connection and the lasting impact of a mother's influence. The transformation from a direct translation to a more idiomatic expression helps to convey the emotional weight and cultural significance of the original proverb.",0.9,3.2027862071990967,A cow that is used to being milked does not stop yielding milk.,A consistent effort yields consistent results.,"The Kikuyu proverb highlights the idea that persistence and regular practice lead to continuous success or production. The cow, a symbol of sustenance and hard work in Kikuyu culture, represents any endeavor or skill that, when consistently applied, will continue to provide benefits. In English, the proverb 'A consistent effort yields consistent results' captures this idea, emphasizing the importance of steady work and dedication.",0.9,3.6365199089050293,The things are in the child.,The things are in the child.,0.85,1.239638090133667,"In the past, it is so small.","In the past, it is so small.",1.3705699443817139,2025-10-10T02:05:08.683744
MW_028,Indo ciene itiri ndokeirwo nuu!,,"When you court trouble, you get it. “If you rattle the snake, it will bite you” The late John Michuki (Minister Internal Security, Kenya)",A child does not become a goat without being fed!,You can't expect success without effort!,"The Kikuyu proverb emphasizes the importance of nurturing and providing for a child's growth, suggesting that without proper care and resources, one cannot thrive. The English equivalent captures the essence of needing to put in effort to achieve success, reflecting a similar cultural understanding of the relationship between effort and outcome. Both convey the idea that growth and success require foundational support.",0.9,3.6750741004943848,Indo ciene itiri ndokeirwo nuu: A person who is not seen or known does not exist.,"Out of sight, out of mind.","The Kikuyu proverb emphasizes the idea that if someone is not visible or known, they might as well not exist. This concept is echoed in the English proverb 'Out of sight, out of mind', which conveys that people tend to forget or disregard those they don't regularly see or interact with. The metaphorical transformation from the original Kikuyu proverb to the English equivalent is a direct correlation between being unseen and being forgotten or disregarded.",0.9,3.709232807159424,The things that are not given to me!,The things that are not given to me!,0.85,2.3384180068969727,Inddo where it is right!,Inddo where it is right!,1.9324641227722168,2025-10-10T02:05:20.340427
MW_029,Indo ni kurimithanio,Wealth comes by cultivating together.,There is strength in unity.,It is a matter of sharing,Many hands make light work,"The Kikuyu proverb emphasizes the importance of collaboration and sharing responsibilities, suggesting that tasks become easier when shared among many. The English equivalent captures this sentiment by highlighting the efficiency and ease that comes from teamwork, reflecting a similar cultural value of community and cooperation.",0.9,2.9187400341033936,The house is a burial ground,Home is where the heart is,"The Kikuyu proverb 'Indo ni kurimithanio' literally translates to 'The house is a burial ground.' However, the cultural meaning behind this proverb is not about the physical structure of a house but rather the emotional and spiritual significance of home as a place of comfort, belonging, and ancestral connection. The English equivalent 'Home is where the heart is' captures this essence by emphasizing the emotional attachment to one's home, where one's heart (or spirit) truly resides, similar to the way the Kikuyu proverb highlights the ancestral and emotional ties to the home.",0.9,4.21999192237854,Things are getting better,Things are getting better,0.85,1.1445717811584473,Have you too,Have you too,1.4385888576507568,2025-10-10T02:05:30.064493
MW_030,Indo ni mwene.,Wealth is all about the owner.,"“If your cornfield is far from your house, the birds will eat your corn”- Congo",Indo is owner.,The one who owns it knows it best.,The Kikuyu proverb emphasizes the idea that the person who possesses something has the greatest understanding and insight about it. This reflects a cultural value placed on ownership and personal experience. The English equivalent captures the essence of the proverb while using a familiar idiomatic expression that conveys the same meaning in a culturally relevant way.,0.9,5.240466833114624,The house is the owner.,Home is where the heart is.,"The Kikuyu proverb 'Indo ni mwene' translates literally to 'The house is the owner.' However, the cultural meaning extends beyond the literal translation, emphasizing the idea that a person's home is their domain, their place of comfort, authority, and belonging. This aligns with the English proverb 'Home is where the heart is,' which conveys a similar sense of emotional attachment and ownership to one's home.",0.9,3.2317562103271484,The property is his.,The property is his.,0.85,1.210029125213623,The India was mene.,The India was mene.,1.6210768222808838,2025-10-10T02:05:41.369032
MW_031,Iroobagia ha muoni.,They (vultures) haunt the yard of a wealthy man.,It pays to help others. “Kindness is a language which the blind can see and the deaf can hear.” African proverb,"It does not matter how much you try, you will not see.",You can't see the forest for the trees.,"The Kikuyu proverb suggests that no matter how much effort one puts into something, there are limitations to what can be perceived or understood, often due to being too close to the situation. The English equivalent captures a similar sentiment, implying that one can become so focused on the details that they miss the bigger picture. Both expressions reflect a cultural understanding of perception and awareness, emphasizing the importance of perspective.",0.9,4.453711986541748,Bad things do not have eyes.,Evil cannot see the light of day.,"The Kikuyu proverb 'Iroobagia ha muoni' literally translates to 'Bad things do not have eyes.' This metaphorically suggests that evil or negative actions are hidden from view, or that they cannot be perceived directly. In English, the equivalent proverb 'Evil cannot see the light of day' captures this idea by expressing that evil things remain hidden or unseen, similar to how things without eyes cannot see. This transformation maintains the core meaning while adapting the imagery to English cultural context.",0.9,3.834733724594116,The visionary's dream.,The visionary's dream.,0.85,1.307136058807373,Irobagia has a vine.,Irobagia has a vine.,1.8215749263763428,2025-10-10T02:05:52.791637
MW_032,Itonga igiri itiri nyoni.,Two rich persons do not wish each other a bird of ill omen.,"Those of the same ilk have some understanding or comradeship. “If you want to go quickly, go alone. If you want to go far, go together. ~ African proverb",A bird does not fly with one wing.,You can't achieve success alone.,"The Kikuyu proverb emphasizes the importance of collaboration and support in achieving goals, similar to how a bird needs both wings to fly. The English equivalent captures this essence by highlighting the necessity of teamwork and mutual assistance in attaining success, which resonates with a broader audience. The transformation from a literal bird imagery to a more abstract concept of success reflects the cultural value placed on community and cooperation in both cultures.",0.9,2.6734237670898438,A bird that flies alone gets caught.,Two heads are better than one; there is safety in numbers.,"The Kikuyu proverb 'Itonga igiri itiri nyoni' uses the imagery of a lone bird being caught to illustrate the vulnerability of solitude. In English, the equivalent proverbs emphasize the benefits of cooperation and the risks of isolation, capturing the same underlying message about the importance of community and mutual support. The transformation from the literal translation to the proverb translation involves shifting from a literal bird to a more abstract concept of 'heads' or 'numbers' to convey the idea of collective strength.",0.9,4.309099197387695,The two birds are not birds.,The two birds are not birds.,0.85,1.2799360752105713,The throne is a bird.,The throne is a bird.,1.79840087890625,2025-10-10T02:06:02.853741
MW_033,Kahora kari indo.,Steadiness makes wealth.,"“Whether you come from a council estate or a country estate, your success will be determined by your own confidence and fortitude.” Michelle Obama",A person is a thing.,A person is known by their deeds.,"The Kikuyu proverb emphasizes the idea that one's true character or worth is determined by their actions, rather than superficial attributes. The literal translation captures the essence of the phrase, but the proverb translation conveys the cultural understanding that actions speak louder than words, which is a common sentiment in many cultures. This transformation reflects the importance of deeds in defining a person's identity in Kikuyu culture.",0.9,7.151998996734619,Kahora kari indo: The river carries/takes its own load.,"1. The river flows with its own burden.
2. Don't worry about what others think; focus on your own responsibilities.","The Kikuyu proverb 'Kahora kari indo' uses the imagery of a river carrying its own load to convey the idea that one should not be concerned with the opinions or actions of others, but rather focus on one's own duties and progress. The river, a powerful natural force, is depicted as unbothered by external factors, simply flowing and carrying its own weight. This metaphor encourages resilience and a sense of self-reliance, suggesting that individuals should not let external pressures or judgments deter them from their path.

In English, the expression 'the river flows with its own burden' maintains the original imagery while conveying the same message. Additionally, the phrase 'don't worry about what others think; focus on your own responsibilities' provides a more direct and practical interpretation, capturing the essence of the proverb in a way that is easily understandable for a modern English-speaking audience.",0.95,6.123611211776733,Slowly it was over.,Slowly it was over.,0.85,1.2309370040893555,Kahora kari indo.,Kahora kari indo.,1.20243501663208,2025-10-10T02:06:18.563986
MW_034,Kigina gitiinikagwo irio hande itari nguru.,The seed-storing calabash should never be drained before the new crop has matured.,"Everything has its time, and that time must be watched.",A thing that is not seen is not known until it is revealed.,"What you don't see, you don't know.","The Kikuyu proverb emphasizes the idea that knowledge is often limited to what is visible or known; until something is revealed, it remains unknown. This reflects a broader cultural understanding that perception shapes knowledge. The English equivalent captures the essence of the proverb in a more idiomatic way, making it relatable to a wider audience while maintaining the original meaning.",0.9,3.3110289573669434,A person who plants seeds in the forest does so for the future generation.,A penny planted today is a pound harvested tomorrow.,"While the literal translation focuses on the act of planting seeds in a forest for future generations, the proverb equivalent shifts the focus to the idea of investment (planting a penny) for future gain (harvesting a pound). The forest in the Kikuyu proverb symbolizes long-term thinking and planning for the future, which is captured in the English proverb through the concept of investment and harvest. The transformation from a literal planting act to a metaphorical investment reflects the shared cultural value of foresight and planning for future prosperity in both languages.",0.9,3.848914861679077,The pig is not eaten as a food item.,The pig is not eaten as a food item.,0.85,1.4657931327819824,Kigina Gitiinikagwo Irio Handi Other Other Nguru.,Kigina Gitiinikagwo Irio Handi Other Other Nguru.,1.5062012672424316,2025-10-10T02:06:28.697969
MW_035,Kihoto ni indo.,A fair argument is wealth.,An argument with correct facts is worthwhile. “Having a good discussion is like having riches” ~ Kenya,A fool is a fool.,A fool learns nothing from their mistakes.,"The Kikuyu proverb emphasizes the idea that a fool remains ignorant or unchanged despite their experiences. The literal translation captures the straightforwardness of the statement, while the proverb translation conveys the deeper cultural meaning that highlights the importance of learning from one's errors. This transformation reflects a common theme in many cultures about the nature of wisdom and folly.",0.9,3.19118595123291,A word is an egg.,"Words have power, use them wisely.","The Kikuyu proverb 'Kihoto ni indo' literally translates to 'a word is an egg.' This metaphorical expression highlights the potential and potency of words, much like an egg holds the potential for new life. In Kikuyu culture, words are considered powerful entities that can bring about change, either positive or negative. Therefore, the natural English equivalent emphasizes the importance of using words judiciously, reflecting the original cultural meaning.",0.9,3.8812777996063232,A right is a thing.,A right is a thing.,0.85,1.30519700050354,Kihoto ni indo.,Kihoto ni indo.,1.214531660079956,2025-10-10T02:06:38.291321
MW_036,Kirema mbeeca ni kigariure. .,That which is beyond the power of money must be manipulated.,Money and wealth are not everything.,The one who is deaf to the call is the one who is left behind.,Those who do not listen will miss out on opportunities.,"The Kikuyu proverb emphasizes the importance of being attentive and responsive to calls or opportunities in life. The literal translation maintains the imagery of being deaf and left behind, which highlights the consequences of inaction. The proverb translation captures the essence of the warning against ignoring important signals, making it relatable in a broader context. Both translations convey the idea that failure to heed advice or calls can lead to missed chances, but the proverb version uses more familiar English phrasing to resonate with a wider audience.",0.9,3.025998115539551,A dry cow is a good milker.,Don't judge someone's capacity by their current situation.,This proverb uses the image of a dry cow (one that isn't producing milk) surprisingly being a good milker to illustrate that appearances can be deceiving. Just because someone seems lacking in a certain area now doesn't mean they don't have the potential to excel.  The English equivalent aims to capture this unexpected reversal of expectations and the underlying message about not underestimating people.,0.85,6.961841344833374,It is difficult to make money.,It is difficult to make money.,0.85,1.3811120986938477,Let's make it a thing for it. .,Let's make it a thing for it. .,1.4241206645965576,2025-10-10T02:06:51.212350
MW_037,Kumaatha gutiri hinya ta kuramata.,To acquire wealth is not as difficult as good stewardship.,Riches are not permanent.,To be wise does not mean to be foolish like a goat.,Wisdom is not the same as foolishness.,"The Kikuyu proverb uses the imagery of a goat, which is often seen as a foolish animal in various cultures, to emphasize that true wisdom involves discernment and understanding, rather than simply acting without thought. The English equivalent captures the essence of the proverb by stating that wisdom and foolishness are distinct, which conveys a similar caution against misinterpreting wisdom. The transformation involves moving from a specific cultural reference to a more universal understanding of wisdom and foolishness.",0.9,3.3784658908843994,Kumaatha gutiri hinya ta kuramata translates to: 'A person who does not listen to advice will face the consequences of their actions.',He who ignores advice will reap what he sows.,"The Kikuyu proverb uses the imagery of someone who doesn't listen to advice (gutiri hinya) and the subsequent consequences (kuramata). The English equivalent captures the same idea using the idiom 'reap what you sow', which means that one is responsible for the consequences of their own actions, especially when they ignore good advice. The cultural transformation lies in the shared understanding of the importance of wisdom and heeding advice in both cultures.",0.9,4.3867480754852295,The power of the Lord is like the power of a whip.,The power of the Lord is like the power of a whip.,0.85,1.6007869243621826,Kumaatha's guttiri is insulting to Kumaatha.,Kumaatha's guttiri is insulting to Kumaatha.,1.2893297672271729,2025-10-10T02:07:01.868846
MW_038,Kumaatha gutiri hinya ta kuramata.,To acquire wealth is not as difficult as good stewardship.,"Save for a rainy day. “When you have money, think of the time when you had none.” - Japanese Proverb",To be without a path is not like to be without a guide.,"Without a plan, you're lost.","The Kikuyu proverb emphasizes the importance of having direction and guidance in life. The literal translation maintains the imagery of paths and guides, which is central to the cultural context of navigating life's challenges. The proverb translation captures the essence of the original meaning in a more idiomatic way, emphasizing the necessity of planning to avoid confusion or aimlessness. This transformation reflects a common understanding across cultures that having a plan is crucial for success.",0.9,3.1007330417633057,Kumaatha gutiri hinya ta kuramata translates to: 'A person who does not listen to advice will face the consequences of their actions.',He who ignores advice will reap what he sows.,"The Kikuyu proverb uses the imagery of someone who doesn't listen to advice (kumaatha gutiri hinya) facing the consequences (ta kuramata). The English equivalent captures the same idea using the idiom 'reap what you sow,' which means that one will experience the natural consequences of their actions, especially when they ignore good advice.",0.9,3.714823007583618,The power of the Lord is like the power of a whip.,The power of the Lord is like the power of a whip.,0.85,0.9496769905090332,Kumaatha's guttiri is insulting to Kumaatha.,Kumaatha's guttiri is insulting to Kumaatha.,0.3271338939666748,2025-10-10T02:07:09.962610
MW_039,Kuri mwoni na muraata thi.,There is one who finds wealth and one who merely mends the surface of its cracks.,People have different opportunities and destinies.,There is a person and a shadow of a person.,Every person has their own shadow.,"The Kikuyu proverb suggests that every individual has a presence and an accompanying aspect that reflects their identity or actions, much like a shadow follows a person. The natural English equivalent captures the essence of this idea, emphasizing the connection between a person and their influence or reputation. The transformation involves shifting from a direct observation to a more idiomatic expression that resonates with English speakers, who understand the metaphor of a shadow as representing one's legacy or the consequences of one's actions.",0.9,2.2909390926361084,Look with your eyes and not your mouth.,"Don't just hear, but truly see and understand.","The Kikuyu proverb emphasizes the importance of careful observation and understanding over mere lip service or superficial listening. In translating this, I've chosen a phrase that captures the essence of paying close attention and truly comprehending something, rather than just going through the motions of listening. The metaphorical transformation from 'eyes and mouth' to 'hear and see' is common in English expressions that convey similar meanings.",0.9,3.193276882171631,There is no one to see and no one else to hear.,There is no one to see and no one else to hear.,0.85,1.5071711540222168,There is a lot of maraata thi.,There is a lot of maraata thi.,0.5920357704162598,2025-10-10T02:07:17.547168
MW_040,Kuria thiiri wene ni kuriha.,The way of eating a debt is paying it.,He who gets out of debt grows rich.,To eat the meat of the lion is to be eaten by it.,He who seeks to conquer great challenges must be prepared for the risks involved.,"The Kikuyu proverb uses the imagery of eating lion meat to symbolize the allure of taking on formidable challenges or risks, which can lead to dire consequences. The natural English equivalent captures the essence of facing challenges while acknowledging the potential dangers, reflecting a cultural understanding of bravery and caution in the face of adversity. The transformation emphasizes the balance between ambition and the awareness of risks, which is a common theme in many cultures.",0.9,4.0175559520721436,Cover the hole (thiiri) with a small (wene) stone (kuria) and it will not fill (kuriha) (up with water).,A small stone can plug a big hole.,"The Kikuyu proverb uses the imagery of a small stone being used to block a hole, preventing it from filling with water. This is a metaphor for how a seemingly insignificant action or resource can effectively address a larger problem. The English translation maintains the core idea of using a small, simple solution to prevent a problem from escalating.",0.9,3.456393003463745,To eat good food is to pay.,To eat good food is to pay.,0.85,1.3014967441558838,Kuria Thiiri Wene Ni Kuriha.,Kuria Thiiri Wene Ni Kuriha.,1.3498268127441406,2025-10-10T02:07:27.673619
MW_041,Mbari ya uri moigaga matikaaga.,The family of the haves often say that they will never lack.,"Count your blessing! Count the garden by the flowers, never by the leaves that fall.",The family of a person does not let go of their own.,Blood is thicker than water.,"The Kikuyu proverb emphasizes the importance of family loyalty and support, suggesting that one's family will always stand by them. The English equivalent 'Blood is thicker than water' conveys a similar sentiment about familial bonds being stronger than other relationships. The transformation involves adapting the imagery of family loyalty from Kikuyu culture to a widely recognized English idiom that captures the same essence of prioritizing family ties.",0.9,2.773169755935669,House of your relatives is your mat/bed.,Home is where your family is.,"The Kikuyu proverb uses the image of a mat or bed, which are essential items in a home, to represent the idea of family.  While the literal translation focuses on the physical space, the English proverb emphasizes the emotional connection and belonging one feels with their family, regardless of location.  The transformation from a literal description of a physical space to an idiomatic expression about familial bonds reflects the cultural value placed on family as the foundation of security and belonging in Kikuyu society.",0.9,4.1328208446502686,The word that they say is not true.,The word that they say is not true.,0.85,1.331921100616455,Mbari ya Uri Moigaga Matikaaga.,Mbari ya Uri Moigaga Matikaaga.,0.8949759006500244,2025-10-10T02:07:36.859807
MW_042,Mbeeca itiri mwana kana nyina.,With money there is no child or mother.,Business is business and has no relatives.,A child is not born without a mother.,No one achieves success without support.,"The Kikuyu proverb emphasizes the importance of maternal support and the idea that every individual relies on someone else for their existence and success. In the cultural context, it highlights the interconnectedness of relationships and the necessity of support systems. The English equivalent captures this essence by focusing on the broader concept of support in achieving success, which resonates with universal themes of collaboration and reliance on others.",0.9,2.8017048835754395,A bee stings a child or a mother.,"A word to the wise is enough; Don't spare the rod, spoil the child.","The Kikuyu proverb 'Mbeeca itiri mwana kana nyina' uses the image of a bee sting to convey the idea that even small or gentle actions can have a significant impact. It warns against underestimating the power of guidance or discipline, echoing the English proverbs 'A word to the wise is enough' and 'Don't spare the rod, spoil the child.' The metaphorical transformation from bee sting to guidance/discipline is culturally appropriate and understandable in both contexts.",0.9,4.021840810775757,Mbeeca is not a child or a mother.,Mbeeca is not a child or a mother.,0.85,1.4321212768554688,I do not child as child as child.,I do not child as child as child.,1.3732149600982666,2025-10-10T02:07:46.489896
MW_043,Mucii uri mburi ndwagaga kihuno.,A homestead with goats does not lack miscarriages.,The good and the bad go together.,The home is where the goat does not lack food.,A home is where there is plenty to eat.,"The Kikuyu proverb emphasizes the importance of sustenance and well-being within a home, using the imagery of a goat, which is a significant animal in Kikuyu culture, symbolizing wealth and prosperity. The transformation into English retains the essence of abundance and comfort associated with a home, while making it relatable to a broader audience. The phrase 'plenty to eat' captures the idea of a nurturing environment, which is central to the original proverb's meaning.",0.9,2.812113046646118,A person's back is what carries the load/burden.,You reap what you sow.,"While the literal translation focuses on the physical act of carrying a load on one's back, a common practice in traditional Kikuyu culture, the proverb captures the deeper meaning of the consequences of one's actions. Just as the back carries the load, an individual bears the responsibility and consequences of their actions, good or bad, much like reaping the harvest of what they sow.",0.9,6.208444833755493,The tree is a warning tree.,The tree is a warning tree.,0.85,1.251927137374878,The summer is a messed for me.,The summer is a messed for me.,2.1623542308807373,2025-10-10T02:07:58.925923
MW_044,Mugunda ni mugema wa mwene. W,A farm is the ornament of the owner.,"Always be contented with what we have, because God knows what's best for us.",The farmer is the one who knows the land.,You reap what you sow.,"The Kikuyu proverb emphasizes the connection between a farmer's knowledge of their land and the outcomes of their efforts, suggesting that understanding and care lead to success. The English equivalent captures the essence of this idea by highlighting the relationship between one's actions and their consequences, which is a common theme in both cultures. The transformation focuses on the broader concept of effort and results rather than the specific agricultural context.",0.9,4.139739036560059,The horn is the pride of the bull. ,A good reputation is the bull's greatest asset.,"While a literal translation focuses on the physical attribute of the bull (its horn) and its association with pride, the proverb aims to capture the cultural meaning. In Kikuyu culture, the horn of the bull symbolizes strength, power, and status.  The English equivalent shifts the focus from the physical horn to the abstract concept of reputation, which is seen as a source of pride and a valuable asset, much like the bull's horn.",0.9,3.74865984916687,The bag is the owner's bag.,The bag is the owner's bag.,0.85,1.335939884185791,Indulgence is the venue of the brother. W,Indulgence is the venue of the brother. W,2.200355052947998,2025-10-10T02:08:10.351704
MW_045,Mugunda wene nduinagwo.,Another’s field is not praised.,"An ounce of practice is worth more than tons of preaching."" Gandhi",The farmer has his own harvest.,Every man reaps what he sows.,"The Kikuyu proverb emphasizes the idea that individuals are responsible for their own outcomes based on their efforts, similar to the English proverb about reaping what one sows. Both convey a moral lesson about personal responsibility and the consequences of one's actions, though the Kikuyu version uses agricultural imagery specific to farming culture.",0.9,3.0075199604034424,A single finger cannot point out a direction.,You can't accomplish something significant alone; it takes a collective effort.,"The Kikuyu proverb 'Mugunda wene nduinagwo' uses the image of a single finger being unable to point out a direction to convey the idea that individual efforts are insufficient for significant tasks. In Kikuyu culture, and many other African communities, collective effort and community support are highly valued. The proverb emphasizes the importance of teamwork and collaboration for success. The English translation captures this essence by highlighting the need for collective effort to achieve meaningful results.",0.95,3.3846209049224854,The good news is that I am not alone.,The good news is that I am not alone.,0.85,1.360243797302246,Mugunda Wene NduhinaGwo.,Mugunda Wene NduhinaGwo.,0.7536602020263672,2025-10-10T02:08:18.859021
MW_046,Mugurira hakuhi nita aheo.,The man who buys something at a place near by is like the man who is given something.,"That is little esteemed, costs little.",The one who does not give you a goat will not take you to the river.,You can't expect help from someone who doesn't support you.,"The Kikuyu proverb uses the imagery of giving a goat, which is a significant gesture of support and generosity in Kikuyu culture, to convey the idea that one should not expect assistance or favors from those who do not show willingness to help. The river symbolizes a place of need or opportunity, reinforcing the idea that genuine support is necessary for meaningful help. The English equivalent captures the essence of this cultural understanding without the specific imagery, making it relatable to a broader audience.",0.9,3.734731912612915,Mugurira (The one who leads) hakuhi (does not tire) nita aheo (he continues going).,"A leader never tires, they keep going.","The Kikuyu proverb emphasizes the relentless nature of leadership, mirroring the enduring spirit of a leader who persists despite challenges. The English translation maintains this core meaning while using a more direct and familiar idiom.",0.9,2.9258501529693604,Buy it soon and I will give it to you.,Buy it soon and I will give it to you.,0.85,1.4328258037567139,Share you go home.,Share you go home.,1.5729639530181885,2025-10-10T02:08:28.526630
MW_047,Muhakana na ciake itimuuragira. .,He who stands close to his property does not lose it.,Take care of your own matters.,One who does not acknowledge their own is not respected.,You can't expect respect if you don't respect your own.,"The Kikuyu proverb emphasizes the importance of recognizing and valuing one's own community or heritage in order to gain respect from others. The transformation to the English equivalent captures the essence of mutual respect and the idea that respect is reciprocal; if one does not honor their own, they cannot expect others to honor them. This reflects a common cultural understanding across many societies about the importance of loyalty and recognition within one's own group.",0.9,3.74783992767334,Muhakana (a person with a bad character) na (and) ciake (bad habits) itimuuragira (will be exposed or come to light).,A wolf in sheep's clothing will eventually show its true colors.,"The Kikuyu proverb highlights the idea that someone with a bad character or harmful habits cannot hide their true nature indefinitely. Just like a wolf, despite dressing up in sheep's clothing, will eventually reveal its predatory instincts, a person with negative traits will eventually expose their true self through their actions. This translation captures the metaphorical meaning of the original proverb while adapting it to an English idiom that conveys the same message.",0.9,4.579659938812256,The man who is in the tomb will not die.,The man who is in the tomb will not die.,0.85,1.4433138370513916,Hello with cake you didn't go. .,Hello with cake you didn't go. .,1.927849292755127,2025-10-10T02:08:40.226398
MW_048,Muici ndathiragwo ni mari hindi.,The thief cannot keep fit because his stools contain undigested food.,Ill-gotten things make a person insecure.,A child is not raised without money.,It takes resources to raise a child.,"The Kikuyu proverb emphasizes the importance of financial resources in child-rearing, reflecting the cultural belief that raising a child requires support, both materially and emotionally. The literal translation highlights the direct relationship between child-rearing and money, while the proverb translation captures the broader implication that resources are essential for nurturing and providing for a child's needs. This transformation acknowledges the cultural context where financial stability is often seen as a prerequisite for successful parenting.",0.9,3.2308430671691895,A horn that has been polished is shiny.,A good reputation takes effort and time to build.,"While the literal translation focuses on the physical act of polishing a horn resulting in shine, the proverb captures the underlying cultural meaning in Kikuyu society. In Kikuyu culture, horns are symbols of status and power. Polishing a horn is therefore a metaphor for nurturing and enhancing one's reputation and standing in the community. This takes time and consistent positive actions, just like building a shiny horn through polishing.",0.9,6.168871164321899,Muici is not endorsed by Indian currency.,Muici is not endorsed by Indian currency.,0.85,1.5095579624176025,Muica I'm sorry I'm the old ones.,Muica I'm sorry I'm the old ones.,1.590993881225586,2025-10-10T02:08:52.727906
MW_049,Muici uri hunyu arindagira uri maguta.,"An ugly thief is more likely to be caught than one smeared with fat, i.e. carefully dressed.",One cannot camouflage their true negative self fully and forever.,A person who is not careful will find themselves in trouble.,A careless person invites misfortune.,"The Kikuyu proverb emphasizes the importance of being cautious and aware of one's actions to avoid negative consequences. The literal translation highlights the imagery of a person who neglects caution, leading to trouble, while the proverb translation captures the essence of the warning in a more idiomatic way that resonates with English speakers. Both versions reflect the cultural value placed on prudence and foresight.",0.9,3.5019848346710205,A person who has a lot of talk is like a tree with many branches.,A big talker is like a tree with many branches.,"The Kikuyu proverb uses the image of a tree with many branches to represent someone who talks a lot. In Kikuyu culture, having many branches on a tree is often associated with abundance and growth. Similarly, a person who talks a lot may be seen as abundant in words or ideas. The English translation maintains the metaphorical comparison while simplifying the structure for clarity.",0.9,3.4053142070770264,The woman in the room told me to get some oil.,The woman in the room told me to get some oil.,0.85,1.5353610515594482,II is in ICI you are the bags.,II is in ICI you are the bags.,1.1459558010101318,2025-10-10T02:09:02.317805
MW_050,Muici utari munyiite ni muria gake.,A thief who has not been caught is like a proprietor who has just spent his own money.,Stolen goods belong to the thief if he is not caught.,A child who does not listen to their parent will end up in trouble.,A child who ignores their elders will face consequences.,"The Kikuyu proverb emphasizes the importance of listening to parental guidance and the potential repercussions of disregarding it. The literal translation retains the imagery of a child and parent relationship, while the proverb translation conveys the same cautionary message in a way that resonates with English speakers, focusing on the broader theme of respecting authority and the inevitable consequences of neglecting wise counsel.",0.9,2.919607162475586,A person who climbs a tree to escape does so at their own risk.,"When you climb a tree to hide, you're on your own.","The Kikuyu proverb uses the image of climbing a tree to escape danger as a metaphor for taking a risky action. The phrase 'muici utari munyiite' can be interpreted as 'a person who climbs to escape', while 'ni muria gake' means 'it is their own risk'. In English, we often use the idiom 'to climb a tree' to hide or escape, so this captures the essence of the original proverb. The natural English translation simplifies the structure while retaining the core meaning: that the person taking the risk is solely responsible for the consequences.",0.9,4.328649997711182,The woman who did not hold me is his daughter.,The woman who did not hold me is his daughter.,0.85,1.4681658744812012,Mucia Utari Munyite and Muria Gake.,Mucia Utari Munyite and Muria Gake.,1.0330092906951904,2025-10-10T02:09:12.068435
MW_051,Mukoobi thiiri ndendete kuriha. .,He who borrows does not like repaying.,A person is usually quick to borrow is always slow to pay.,A person who is not careful will end up in trouble.,Look before you leap.,"The Kikuyu proverb emphasizes the importance of caution and foresight, suggesting that a lack of carefulness can lead to negative consequences. The English equivalent 'Look before you leap' captures this essence by advising individuals to consider the potential outcomes of their actions before proceeding. Both proverbs convey a warning against impulsiveness and the necessity of being mindful of one's decisions.",0.9,3.8441689014434814,A single finger cannot pick up a heavy load.,You can't do it alone; teamwork makes the dream work.,"The Kikuyu proverb emphasizes the importance of collective effort and cooperation, using the imagery of a single finger being unable to lift a heavy weight. In English, the equivalent expression highlights the necessity of teamwork and collaboration to achieve significant tasks, conveying the same core message about the limitations of individual effort.",0.9,2.9359469413757324,The harvestman is not willing to pay. .,The harvestman is not willing to pay. .,0.85,1.496649980545044,Mukoboobi Thiiri Her pay. (,Mukoboobi Thiiri Her pay. (,2.061044931411743,2025-10-10T02:09:22.861225
