proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,raw_translation,raw_tokens_prompt,raw_tokens_completion,raw_tokens_total,raw_prompt_length,raw_error,trad_rag_translation,trad_rag_tokens_prompt,trad_rag_tokens_completion,trad_rag_tokens_total,trad_rag_prompt_length,trad_rag_retrieved_count,trad_rag_retrieved_ids,trad_rag_error,ograg_translation,ograg_explanation,ograg_tokens_prompt,ograg_tokens_completion,ograg_tokens_total,ograg_prompt_length,ograg_retrieved_count,ograg_retrieved_ids,ograg_concepts,ograg_error,total_tokens,estimated_cost,timestamp
MW_037,Kumaatha gutiri hinya ta kuramata.,To acquire wealth is not as difficult as good stewardship.,Riches are not permanent.,Eating does not require strength like working does.,42,10,52,91,,Having knowledge is not as powerful as applying it.,132,10,142,358,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,To consume is not as powerful as to produce.,"This proverb emphasizes the cultural value of productivity and self-sufficiency in the Kikuyu community. It suggests that the act of creating or producing something (wealth, food, etc.) holds more value and power than simply consuming or using it. This aligns with the Kikuyu concept of wealth acquisition and the importance of hard work in achieving prosperity. The metaphor of consumption and production is used to illustrate this principle.",991,102,1093,4442,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1287,0.05148,2025-11-10T22:30:08.248100
MW_038,Kumaatha gutiri hinya ta kuramata.,To acquire wealth is not as difficult as good stewardship.,"Save for a rainy day. “When you have money, think of the time when you had none.” - Japanese Proverb",Eating does not give strength like working does.,42,10,52,91,,Having knowledge is not as powerful as applying it.,132,10,142,358,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,To merely dream does not equate to the strength of action.,"This Kikuyu proverb emphasizes the cultural value of action over mere intention or dreaming. It suggests that dreaming or planning alone does not bring prosperity or wealth (utonga). Instead, one must take action and work hard to achieve their goals. This aligns with the Kikuyu cultural concept of wealth acquisition, which values hard work and effort. The metaphor of dreaming versus action underscores the difference between passive aspiration and active pursuit of wealth.",991,108,1099,4442,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1293,0.051719999999999995,2025-11-10T22:30:19.761500
MW_039,Kuri mwoni na muraata thi.,There is one who finds wealth and one who merely mends the surface of its cracks.,People have different opportunities and destinies.,It is better to see than to be told.,40,10,50,83,,There is darkness and light in the world.,130,9,139,350,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The path to wealth is paved with diligence and patience.,"This proverb emphasizes the cultural values of hard work (diligence) and patience in the process of wealth acquisition. The metaphor of a path being paved suggests a journey that requires consistent effort and time. It aligns with the Kikuyu cultural understanding of wealth (utonga) as not just material possessions but also social capital, which is often built over time through sustained effort and patience.",989,96,1085,4434,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1274,0.050960000000000005,2025-11-10T22:30:27.873963
MW_040,Kuria thiiri wene ni kuriha.,The way of eating a debt is paying it.,He who gets out of debt grows rich.,The one who prepares the food is not the one who eats it most.,41,15,56,85,,The place where you prosper is your homeland.,131,9,140,352,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,To eat alone is to choke.,This proverb emphasizes the importance of sharing and community in Kikuyu culture. It suggests that wealth (symbolized by food) is not to be hoarded but shared with others. The act of eating alone and choking metaphorically represents the isolation and potential downfall that comes with selfishness and greed. It aligns with the cultural concept of 'utonga' where wealth is not just material possessions but also includes social capital.,990,98,1088,4436,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1284,0.05136,2025-11-10T22:30:36.475834
MW_041,Mbari ya uri moigaga matikaaga.,The family of the haves often say that they will never lack.,"Count your blessing! Count the garden by the flowers, never by the leaves that fall.",The family that is united does not break.,42,9,51,88,,The clan that is united stands firm.,132,8,140,355,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A family that is united stands firm.,"This Kikuyu proverb emphasizes the importance of unity, especially within a family. The metaphor of ""standing firm"" is used to signify strength, stability, and resilience, which are qualities attributed to a united family. In the Kikuyu culture, a united family is seen as a source of wealth (utonga), as it provides social capital and support. This proverb teaches that unity is a form of wealth that can help a family withstand challenges and prosper.",991,108,1099,4439,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1290,0.0516,2025-11-10T22:30:49.707127
MW_042,Mbeeca itiri mwana kana nyina.,With money there is no child or mother.,Business is business and has no relatives.,"A goat does not bear a calf, nor does a cow bear a kid.",42,16,58,87,,A goat does not bear a child without a mother.,132,11,143,354,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Poverty spares neither child nor mother.,"This proverb emphasizes the indiscriminate nature of poverty. In Kikuyu culture, the mother and child relationship is sacred, and the mother is expected to protect and provide for the child. However, when poverty strikes, it affects everyone, regardless of their roles or status in society. The metaphor underscores the harsh reality that poverty does not discriminate, affecting both the young (child) and the old (mother).",991,96,1087,4438,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1288,0.05152,2025-11-10T22:30:57.212886
MW_043,Mucii uri mburi ndwagaga kihuno.,A homestead with goats does not lack miscarriages.,The good and the bad go together.,Home is where the heart feels at ease.,44,9,53,89,,"At home, where there are goats, they bleat loudly.",134,13,147,356,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A home that has goats does not lack a cooking pot.,"This proverb emphasizes the importance of wealth (represented by goats) in providing for basic needs (represented by the cooking pot). In the Kikuyu culture, goats are a sign of wealth and prosperity, and a cooking pot symbolizes the ability to provide for one's family. Therefore, the proverb suggests that a wealthy home will always have the means to sustain itself.",993,92,1085,4440,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1285,0.0514,2025-11-10T22:31:04.536200
MW_044,Mugunda ni mugema wa mwene. W,A farm is the ornament of the owner.,"Always be contented with what we have, because God knows what's best for us.",The owner best knows where the farm is fertile.,41,10,51,86,,The farm is the pride of the owner.,129,9,138,355,5,"MW_009,MW_002,MW_003,MW_004,MW_005",,The land is the servant of its owner.,"This proverb emphasizes the cultural value of land ownership in Kikuyu society. It suggests that land, as a resource, serves its owner by providing sustenance, wealth, and social standing. The metaphor of the land as a 'servant' underscores the idea that land, when properly managed and respected, can yield significant benefits for its owner.",996,85,1081,4446,5,"MW_009,MW_002,MW_003,MW_004,MW_005","ownership,poverty,utonga,wealth,wealth acquisition",,1270,0.050800000000000005,2025-11-10T22:31:11.599529
MW_045,Mugunda wene nduinagwo.,Another’s field is not praised.,"An ounce of practice is worth more than tons of preaching."" Gandhi",Every man's field is well known to him.,39,10,49,80,,The main homestead is not deserted.,127,8,135,349,5,"MW_009,MW_002,MW_003,MW_004,MW_005",,One does not inherit their own farm.,"This proverb emphasizes the cultural value of personal effort and ownership in the Kikuyu community. It suggests that true wealth (utonga) or property, in this case represented by a farm (mugunda), is not simply handed down or inherited, but must be earned or created by one's own labor and initiative. The metaphor of the farm underscores the importance of land and agriculture in Kikuyu society, as well as the broader principle of self-reliance in wealth creation.",994,113,1107,4440,5,"MW_009,MW_002,MW_003,MW_004,MW_005","ownership,poverty,utonga,wealth,wealth acquisition",,1291,0.05164,2025-11-10T22:31:17.641252
MW_046,Mugurira hakuhi nita aheo.,The man who buys something at a place near by is like the man who is given something.,"That is little esteemed, costs little.",He who waits for leftovers will not get enough.,42,10,52,83,,He who is patient will see the dawn.,132,9,141,350,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,"He who hoards wealth, shares it with the mice.","This proverb is a critique of excessive accumulation of wealth, particularly when it is not shared or used for the benefit of the community. The metaphor of sharing with mice implies that hoarded wealth is wasted or consumed by unintended beneficiaries (in this case, mice). This reflects the Kikuyu cultural values of generosity, communal sharing, and the belief that wealth is not just material possessions, but also includes social capital.",991,101,1092,4434,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1285,0.0514,2025-11-10T22:31:25.908246
MW_047,Muhakana na ciake itimuuragira. .,He who stands close to his property does not lose it.,Take care of your own matters.,One who despises his own will not be honored.,45,11,56,90,,He who denies his own will not be enriched.,135,10,145,357,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,One who despises their own will not prosper.,"This proverb emphasizes the cultural value of self-respect and the importance of valuing one's own resources, skills, and abilities. In the Kikuyu culture, self-deprecation or underestimating one's own worth is seen as a barrier to success and wealth acquisition. The metaphor suggests that prosperity comes from recognizing and utilizing one's own assets effectively.",994,88,1082,4441,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1283,0.05132,2025-11-10T22:31:34.360808
MW_048,Muici ndathiragwo ni mari hindi.,The thief cannot keep fit because his stools contain undigested food.,Ill-gotten things make a person insecure.,A person is valued for his wealth.,41,8,49,89,,A farmer is rewarded with a good harvest.,131,9,140,356,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The diligent hand reaps wealth.,"This proverb emphasizes the cultural value of hard work in the Kikuyu community. It suggests that wealth (utonga) is not a product of luck or inheritance, but of consistent effort and diligence. The metaphor of 'reaping' underscores the agricultural roots of the Kikuyu people, where diligent cultivation leads to a bountiful harvest, symbolizing prosperity.",990,88,1078,4440,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1267,0.050679999999999996,2025-11-10T22:31:42.731191
MW_049,Muici uri hunyu arindagira uri maguta.,"An ugly thief is more likely to be caught than one smeared with fat, i.e. carefully dressed.",One cannot camouflage their true negative self fully and forever.,The one who is in the kitchen feels the heat more than the one who is in the living room.,43,21,64,95,,A traveler does not fear a long journey.,133,9,142,362,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The one who is in the forest does not laugh at the one who is lost.,"This proverb communicates the idea that those who are in a position of wealth or advantage should not mock or belittle those who are struggling or in a state of poverty. The metaphor of being in the forest represents being in a state of wealth or prosperity (utonga), while being lost represents experiencing hardship or poverty (ũthĩĩni). The proverb encourages empathy and understanding, as circumstances can change and roles can be reversed.",992,111,1103,4446,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1309,0.05236,2025-11-10T22:31:50.956296
MW_050,Muici utari munyiite ni muria gake.,A thief who has not been caught is like a proprietor who has just spent his own money.,Stolen goods belong to the thief if he is not caught.,A silent person has his own wisdom.,43,8,51,92,,A silent person has his own wisdom.,133,8,141,359,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A silent trader owns his own market.,"This proverb uses the metaphor of a trader and a market to convey the cultural concept of wealth acquisition and ownership. In the Kikuyu culture, a trader who doesn't advertise or make noise about his goods is seen as being in control of his own market, meaning he has a unique command over his wealth and resources. This suggests the value of self-reliance, discretion, and strategic management in wealth creation.",992,98,1090,4443,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1282,0.05128,2025-11-10T22:32:01.461677
MW_051,Mukoobi thiiri ndendete kuriha. .,He who borrows does not like repaying.,A person is usually quick to borrow is always slow to pay.,A visitor does not carry firewood to his host's place.,43,13,56,90,,The visitor does not carry the cooking pot.,133,9,142,357,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A beggar's hand does not reach the top shelf.,"This proverb metaphorically communicates the cultural concept of poverty and wealth acquisition in Kikuyu society. It suggests that those in a state of poverty (represented by the beggar) often struggle to access or acquire wealth (symbolized by the top shelf). It underscores the importance of hard work, resourcefulness, and self-reliance in overcoming poverty and achieving wealth.",992,92,1084,4441,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1282,0.05128,2025-11-10T22:32:21.607850
MW_052,Mundu-muka ndatumagwo thiriini.,A woman is not sent to fetch debts.,"Do not invite unnecessary acrimony. “Angry people are not always wise.” ― Jane Austen, Pride and Prejudice",A person is not shown his/her adulthood.,42,9,51,88,,A woman is not shown the way to her in-laws.,132,13,145,355,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A woman is not sold for thirty goats.,"This proverb emphasizes the value of a woman beyond material possessions, in this case, thirty goats. In the Kikuyu culture, goats are often used as a form of bride price during marriage negotiations. However, this proverb cautions against viewing women as mere commodities that can be bought or sold. It underscores the importance of respecting women's dignity and worth beyond any material or monetary value.",991,93,1084,4439,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1280,0.0512,2025-11-10T22:32:30.838397
MW_053,"Muriio wa njoohi niuriukagwo, no wa indo nduriukagwo. . (GJW M 341, Ba","The drunkenness of beer passes away, but that of wealth does not.",Avarice increases with wealth. “The wealth which enslaves the owner isn’t wealth. ~ Yoruba Saying,"The one who is given beer is not told to go away, but the one who is given food is told to go away.",64,26,90,127,,"The one who is given beer is not told to go, but the one who is given food is told to go.",154,24,178,394,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,"The poverty of a wanderer is seen, but the poverty of the wealthy is hidden.","This proverb emphasizes the difference between visible and invisible poverty. In Kikuyu culture, a wanderer's poverty is apparent because they lack material possessions, a home, and social capital. However, a wealthy person's poverty may be hidden, as they may have material wealth but lack other forms of wealth such as happiness, peace, or meaningful relationships. This proverb teaches that wealth and poverty are complex and multifaceted, not just based on material possessions.",1013,116,1129,4478,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1397,0.05588,2025-11-10T22:32:39.442829
MW_054,"Muthiini niathinukaga, no munyamaari ndathiinukaga.","A poor man can overcome poverty, but a man poor at heart can never.",Everyone is able to do better. “It always seems impossible until it’s done.” ~ Nelson Mandela,"The one who is in the forest does not laugh, but the one who has come out does.",51,20,71,108,,"The traveler gets tired, not the guide.",153,9,162,385,5,"MW_007,MW_005,MW_013,MW_016,MW_017",,"The poor man's goat gives birth, but the rich man's goat is the one that multiplies.","This proverb reflects the harsh reality of socio-economic disparity. Despite the poor man's goat giving birth, it is the rich man's goat that multiplies, signifying that the rich continue to accumulate wealth while the poor struggle to make ends meet. The metaphor of the goats is used to represent wealth and the ability to grow it.",990,93,1083,4279,5,"MW_007,MW_005,MW_013,MW_016,MW_017",poverty,,1316,0.052640000000000006,2025-11-10T22:32:48.163863
MW_055,Muthinio ni kuona akiriite muthinio ni waagi.,He who is troubled by wealth surpasses the one troubled by poverty.,Retaining a good position anywhere is difficult; just as remaining wealthy.,Seeing is different from being told.,48,7,55,102,,"Seeing is different from being told, experiencing is different from hearing.",138,13,151,369,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Seeing the dawn is not the same as surviving the day.,"This Kikuyu proverb emphasizes the difference between starting a task and completing it, particularly in the context of wealth acquisition and survival. It suggests that while one may start the day (or a venture) with optimism and potential, it is not guaranteed that they will make it through successfully. The dawn represents the beginning of a journey, while surviving the day symbolizes the successful completion of that journey. This proverb is a reminder of the challenges that can arise in the pursuit of wealth and the importance of resilience and perseverance.",997,122,1119,4453,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1325,0.053,2025-11-10T22:32:57.477990
MW_056,Mutongi ndathethukaga. .,Whoever would like to be rich must have patience.,Patience pays!,A guest does not host themselves.,40,7,47,81,,The traveler does not get lost.,130,7,137,348,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The guest does not dictate the menu.,"This proverb emphasizes the cultural value of ownership and respect for the host's resources. It suggests that a guest should not impose their preferences or demands on their host, but rather, they should graciously accept what is offered. This reflects the broader societal values of humility, gratitude, and respect for others' property and resources.",989,78,1067,4432,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1251,0.050039999999999994,2025-11-10T22:33:06.840888
MW_057,Mutongi ndathethukaga. .,Whoever would like to be rich must have patience.,"No pains, no gains.",The guest has not been insulted.,40,8,48,81,,The traveler does not get lost.,130,7,137,348,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The generous hand never lacks.,"This proverb emphasizes the cultural value of generosity and the belief that those who give freely will always have enough. It suggests that wealth is not just about accumulation, but also about distribution and sharing with others. The metaphor of the 'hand' is used to represent the act of giving.",989,68,1057,4432,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1242,0.04968,2025-11-10T22:33:13.150270
MW_058,Mwana ni indo.,A child bears prosperity.,A male child is the supposedly reliable pillar of the home.,A child is a thing.,36,6,42,71,,A child is wealth.,126,5,131,338,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A child is wealth.,"This proverb emphasizes the cultural value placed on children within the Kikuyu community. Children are seen as a form of wealth not only in the sense of lineage and continuation of the family name, but also as potential contributors to the family's material wealth and social standing. The metaphor of equating a child to wealth underlines the importance of nurturing and investing in children, as they are the future of the family and the community.",985,97,1082,4422,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1255,0.050199999999999995,2025-11-10T22:33:21.820406
MW_059,Mwana wa kahii ti wa kairiitu.,"A male child, is not a female child.",A son is believed to be prudent in taking care of property.,A son of the soil is not a visitor.,44,10,54,87,,The child of a frog is not the child of a squirrel.,134,13,147,354,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The child of a poor man is not the same as the child of a rich man.,This proverb highlights the disparities between the rich and the poor in society. It suggests that the opportunities and experiences available to a child are largely determined by their parents' wealth or lack thereof. The metaphor of the child represents the future generation and the consequences of the current socio-economic conditions.,993,80,1073,4438,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1274,0.050960000000000005,2025-11-10T22:33:27.906708
MW_060,Mwanake wi na indo ndoihanaga.,"The youth who has enough to buy his girl, need not beseech her.",Money is the sinew of love as well as war.,A man does not lack something to say.,41,9,50,87,,A man who has wisdom does not get lost.,131,10,141,354,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A man with wealth does not go unnoticed.,"This proverb emphasizes the cultural concept of wealth (utonga) in the Kikuyu society. It suggests that a man who has accumulated wealth, whether it be material possessions, livestock, or land, gains social recognition and influence in the community. The metaphor here is the visibility and prominence that comes with wealth, implying that wealth not only brings material comfort but also social standing and respect.",990,93,1083,4438,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1274,0.050960000000000005,2025-11-10T22:33:38.552952
MW_061,Mwendia niaguraga.,The one who sells also buys.,To sell and to buy are both business.,A traveler is taught by the journey.,38,8,46,75,,The one who loves you warns you.,128,8,136,342,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,"The one who loves, builds.","This proverb emphasizes the Kikuyu cultural belief that true wealth and prosperity are built through love, relationships, and community. It implies that those who love and care for others contribute to their own wealth and the prosperity of their community. The metaphor of building signifies the process of wealth acquisition, which in Kikuyu culture is not merely about individual gain but also about contributing to the collective good.",987,93,1080,4426,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1262,0.050480000000000004,2025-11-10T22:33:50.424474
MW_062,Muthuuri athikagwo na indo.,An old man is buried with his wealth.,"After death of a wealthy man, his riches also diminish.",A traveler is not shamed by his luggage.,41,10,51,84,,An old man is not tempted by wealth.,131,9,140,351,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A trader is not despised for his wealth.,"This proverb emphasizes the cultural value of wealth acquisition through trade and commerce. In the Kikuyu culture, a trader or merchant who has acquired wealth is respected and admired, not scorned. The metaphor of the trader represents any individual who has accumulated wealth through their own efforts and enterprise. The proverb underscores the cultural respect for wealth as a sign of hard work, success, and social standing.",990,95,1085,4435,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1276,0.05104,2025-11-10T22:33:58.615926
MW_063,Ndonga imwe ndihingaga iriuko.,A rich man cannot block the ford.,No living man is all things. Many hands are better than one.,One finger cannot kill a louse.,43,8,51,87,,One finger cannot kill a louse.,133,8,141,354,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,One finger alone cannot kill a louse.,"This proverb emphasizes the importance of collective effort and unity in achieving a goal or overcoming a challenge. It suggests that individual efforts are often insufficient and that cooperation and collaboration are necessary for success. The metaphor of a single finger being unable to kill a louse illustrates the idea that tasks are easier and more effectively accomplished when people work together. This is a common theme in Kikuyu culture, reflecting the communal nature of the society.",992,101,1093,4438,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1285,0.0514,2025-11-10T22:34:06.604138
MW_064,Ndonga naanu irugiitwo ni mukari.,"An arrogant rich man, is surpassed by a miser.",Being mean is a vice not easy to break.,The spear that has been loaned is not used like one's own.,45,15,60,90,,The cow that has been sold is the one that is praised by the buyer.,135,16,151,357,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The spear that you have been given is from the blacksmith.,"This proverb emphasizes the importance of acknowledging the source of one's wealth or success. In Kikuyu culture, a spear is a symbol of power and protection, often associated with wealth. The blacksmith, who crafts the spear, represents the source or origin of this power. Thus, the proverb is a reminder to appreciate and acknowledge those who have contributed to one's success. It also carries an implicit warning against arrogance and the illusion of self-sufficiency.",994,112,1106,4441,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1317,0.05268,2025-11-10T22:34:17.950419
MW_065,Ndugu nyingi ithaatagia muhuko.,Many acquaintances deplete the pocket.,Choose friends who add value to your life. “To be without a friend is to be poor indeed.” ~ Tanzanian proverb,Many siblings make the load lighter.,43,7,50,88,,Many siblings do not guarantee inheritance.,133,7,140,355,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Many siblings do not lack a shoulder to lean on.,"This proverb emphasizes the importance of family ties and relationships in the Kikuyu culture. It suggests that having many siblings provides a safety net in times of need, hence contributing to one's wealth in terms of social capital. The metaphor of a ""shoulder to lean on"" is used to signify support and help, which in this context is seen as a form of wealth.",992,93,1085,4439,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1275,0.051,2025-11-10T22:34:25.871864
MW_066,Ngai ndoonagio nda.,God is not shown one’s belly.,"Do not blow your own trumpet, instead show gratitude to God.",God does not give birth.,39,6,45,76,,God has not given me hate.,129,7,136,343,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,God does not despise the poor.,"This proverb emphasizes the cultural value of equality and compassion, asserting that even in poverty, one is not forsaken by the divine. It challenges the notion that wealth is the only measure of worth, and encourages empathy and understanding towards those in poverty. The metaphor of God not despising the poor serves to remind the community of the inherent dignity and worth of every individual, regardless of their material possessions.",988,93,1081,4427,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1262,0.050480000000000004,2025-11-10T22:34:32.135204
MW_067,Ngia itari thiiri ti ngia.,A poor person with no debts is not so poor a person.,Nobody has everything or is self sufficient.,A goat that doesn't roam will not be a goat.,40,12,52,83,,A cow without a calf is not a cow.,130,10,140,350,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A goat without a shepherd is not a goat.,"This proverb emphasizes the importance of guidance and leadership in the Kikuyu culture. It suggests that without proper guidance (symbolized by the shepherd), one can lose their way or identity (symbolized by the goat). It also underscores the role of community and social structures in shaping an individual's identity and status.",989,79,1068,4434,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1260,0.0504,2025-11-10T22:34:40.602803
MW_068,Njuuku ni migathi ya ndonga,,"Ignore slander and go about your endeavours. Teaching This proverb teaches when one is rich, they are prone to being talked about, either positively or negatively. This is due to curiosity, admiration, or envy among other feelings. A rich person should therefore shoulder all these burdens and plough on with their business.",The old one is the handle of the knife.,40,10,50,84,,A journey is a step of a mile.,130,9,139,351,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A small house is the beginning of wealth.,"This proverb emphasizes the importance of modest beginnings in the journey towards wealth. It suggests that even a small house (njuuku) can be considered a form of wealth (ndonga), as it is a starting point from which one can build and grow. It aligns with the Kikuyu cultural concept of utonga, where wealth is not just material possessions but also includes social capital like family, livestock, and land. The metaphor of a small house signifies the initial stages of wealth acquisition, encouraging patience and perseverance in the pursuit of prosperity.",989,125,1114,4435,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1303,0.05212,2025-11-10T22:34:53.400895
MW_069,"Riua ritiri gitonga no ngia theri. (Riua ritiui gitonga no ngia their) (GJW R 23,Ba","The sun has no rich people, but only the poor people.",Human beings have similar rough experiences in life.,A river does not prevent the growth of reeds on its banks.,66,14,80,140,,The river does not break its banks without cause.,156,10,166,407,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A river does not flow with wealth for the poor.,"This proverb uses the metaphor of a river to represent wealth and prosperity, which is a common cultural concept in Kikuyu society. The river, often seen as a source of life and abundance, does not bring wealth (flow with wealth) to those who are poor (the poor). This reflects the societal belief that poverty is not just a lack of material resources, but also a lack of social capital and opportunities. It suggests that the poor are often excluded from the flow of wealth, much like a river that does not reach certain lands. This proverb is a commentary on social inequality and the challenges of wealth acquisition for those in poverty.",1015,145,1160,4491,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1406,0.05624,2025-11-10T22:35:05.177515
MW_070,Ruthuuro rutiiyuragia ikumbi,Selected goods do not fill the granary.,Desire for good things is endless.,A secret does not cross the doorway.,43,8,51,85,,A small leak will sink a great ship.,133,9,142,352,5,"MW_006,MW_002,MW_003,MW_004,MW_005",,Borrowed feathers do not make a fine bird.,This proverb emphasizes the cultural value of genuine wealth acquisition. It suggests that wealth or prosperity that is borrowed or not truly earned does not bring real status or respect in the community. The metaphor of borrowed feathers not making a fine bird implies that superficial appearances or temporary wealth do not equate to genuine prosperity or standing.,992,78,1070,4436,5,"MW_006,MW_002,MW_003,MW_004,MW_005","ownership,poverty,utonga,wealth,wealth acquisition",,1263,0.050519999999999995,2025-11-10T22:35:16.107412
MW_071,Ruua rukuhi rutiri thogora.,A short hide is of no value.,Do not under-estimate the benefits that small things can bring.,A borrowed cooking pot does not have a lid.,41,10,51,84,,A river that flows does not need a leader.,131,10,141,351,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A small river does not prevent the cultivation of crops.,"This proverb emphasizes the importance of perseverance and resourcefulness in the face of obstacles. In the Kikuyu culture, agriculture is a significant part of life, and rivers are both a source of life and potential barriers to farming. The metaphor of a ""small river"" represents minor challenges or obstacles, while ""cultivation of crops"" symbolizes the pursuit of wealth or success. The proverb teaches that minor challenges should not deter one from their pursuit of wealth or success.",990,111,1101,4435,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1293,0.051719999999999995,2025-11-10T22:35:26.169476
MW_072,Thieri itireraga kwa ngia.,,A poor man has no friends.,Hatred does not build a home.,41,8,49,83,,Mistakes do not stop at the door.,131,10,141,350,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A shadow does not settle in one place.,"This proverb is a metaphorical expression about the transient nature of wealth. It implies that wealth, like a shadow, is not permanent and can shift or disappear over time. It serves as a reminder to not become complacent or overly reliant on wealth, as circumstances can change. This aligns with the Kikuyu cultural concept of ""utonga,"" which views wealth not just as material possessions, but also as social capital that can fluctuate.",990,105,1095,4434,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1285,0.0514,2025-11-10T22:35:34.669682
