proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,raw_translation,raw_tokens_prompt,raw_tokens_completion,raw_tokens_total,raw_prompt_length,raw_error,trad_rag_translation,trad_rag_tokens_prompt,trad_rag_tokens_completion,trad_rag_tokens_total,trad_rag_prompt_length,trad_rag_retrieved_count,trad_rag_retrieved_ids,trad_rag_error,ograg_translation,ograg_explanation,ograg_tokens_prompt,ograg_tokens_completion,ograg_tokens_total,ograg_prompt_length,ograg_retrieved_count,ograg_retrieved_ids,ograg_concepts,ograg_error,total_tokens,estimated_cost,timestamp
MW_037,Kumaatha gutiri hinya ta kuramata.,To acquire wealth is not as difficult as good stewardship.,Riches are not permanent.,Eating does not require strength like working does.,42,10,52,91,,Knowing is not as powerful as doing.,177,8,185,589,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,To possess is not as powerful as to acquire.,"This Kikuyu proverb emphasizes the importance of the process of acquiring wealth (kuramata), rather than just the state of having wealth (kumaatha). It suggests that the journey towards wealth, which involves hard work, perseverance, and resourcefulness, is more valuable than the end state of being wealthy. This aligns with the cultural concept of utonga, which sees wealth not just as material possessions, but also as social capital, and the process of wealth acquisition as a means of building community standing and enabling generosity.",991,122,1113,4442,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1350,0.054000000000000006,2025-11-04T08:00:53.393355
MW_038,Kumaatha gutiri hinya ta kuramata.,To acquire wealth is not as difficult as good stewardship.,"Save for a rainy day. “When you have money, think of the time when you had none.” - Japanese Proverb",Eating does not give strength like working does.,42,10,52,91,,Knowing is not as powerful as acting.,177,8,185,589,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,To consume without labor is not as satisfying as to consume from labor.,"This proverb emphasizes the cultural value of hard work and earning one's keep in the Kikuyu community. It suggests that the satisfaction derived from consuming or using what one has worked for is far greater than that derived from using what one has not worked for. The proverb uses the metaphor of consumption to represent the use of resources or wealth, and labor to represent hard work or effort put into acquiring these resources. This aligns with the Kikuyu cultural concept of wealth acquisition and the principle that wealth should be the result of one's own efforts and hard work.",991,134,1125,4442,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1362,0.05448000000000001,2025-11-04T08:01:01.653932
MW_039,Kuri mwoni na muraata thi.,There is one who finds wealth and one who merely mends the surface of its cracks.,People have different opportunities and destinies.,It's better to see than to be told.,40,10,50,83,,There is peace and satisfaction in the home.,175,9,184,581,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Even the poor man has his day in the sun.,"This proverb emphasizes that even those in poverty have their moments of success and joy. It's a reminder that fortune is not always tied to wealth, and that everyone, regardless of their socio-economic status, can experience moments of triumph and happiness. The metaphor of ""day in the sun"" is used to signify a moment of recognition or success.",989,85,1074,4434,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1308,0.052320000000000005,2025-11-04T08:01:08.157620
MW_040,Kuria thiiri wene ni kuriha.,The way of eating a debt is paying it.,He who gets out of debt grows rich.,The one who prepares the food does not serve it.,41,11,52,85,,Seeing is different from owning.,176,6,182,583,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,To eat alone is to choke.,"This Kikuyu proverb emphasizes the importance of sharing wealth and resources in the community. It suggests that those who hoard wealth or consume it selfishly will eventually ""choke"" or suffer consequences. The metaphor of choking conveys the idea that wealth is not just about material possessions but also about social capital and relationships. Thus, the proverb encourages generosity and communal living as a way of enjoying and maintaining wealth.",990,96,1086,4436,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1320,0.05280000000000001,2025-11-04T08:01:16.431312
MW_041,Mbari ya uri moigaga matikaaga.,The family of the haves often say that they will never lack.,"Count your blessing! Count the garden by the flowers, never by the leaves that fall.",The family that is in harmony will prosper.,42,9,51,88,,A family that is united does not fall.,177,9,186,586,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A family that is united will prosper.,"This proverb emphasizes the importance of unity and cooperation within a family or community. In the Kikuyu culture, wealth (utonga) is not just about material possessions, but also includes social capital such as family, livestock, and land. Therefore, a united family is seen as a strong foundation for wealth acquisition and prosperity. The metaphor of 'standing' or 'prospering' (matikaaga) is used to symbolize this concept of wealth and prosperity.",991,109,1100,4439,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1337,0.05348,2025-11-04T08:01:27.827145
MW_042,Mbeeca itiri mwana kana nyina.,With money there is no child or mother.,Business is business and has no relatives.,A goat does not bear a child without its mother.,42,11,53,87,,"Wealth does not bear a child, nor a mother.",177,12,189,585,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,"Poverty doesn't spare the child, nor the mother.","This proverb emphasizes the indiscriminate nature of poverty, highlighting that it affects everyone in a family or community, regardless of their age or status. The metaphor of the child and mother represents the most vulnerable and the most protective figures in a society, respectively. Thus, the proverb communicates the severity of poverty and its far-reaching implications.",991,82,1073,4438,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1315,0.0526,2025-11-04T08:01:37.394908
MW_043,Mucii uri mburi ndwagaga kihuno.,A homestead with goats does not lack miscarriages.,The good and the bad go together.,Home is where the heart feels most at ease.,44,10,54,89,,A home with many goats is always noisy.,179,9,188,587,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A home with goats does not lack a cooking pot.,"This proverb emphasizes the importance of wealth (in this case, represented by goats) in ensuring basic needs (represented by the cooking pot) are met. It implies that wealth, however small, can provide for the necessities in life. This aligns with the Kikuyu cultural concept of wealth (utonga) not just as material possessions but also as a means to meet basic needs and contribute to the community.",993,100,1093,4440,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1335,0.0534,2025-11-04T08:01:44.799459
MW_044,Mugunda ni mugema wa mwene. W,A farm is the ornament of the owner.,"Always be contented with what we have, because God knows what's best for us.",The owner best knows where the shoe pinches.,41,10,51,86,,The land is the owner's cloak.,176,8,184,586,5,"MW_009,MW_002,MW_003,MW_004,MW_005",,The land is the host of its owner.,"This proverb emphasizes the cultural value of land ownership in the Kikuyu community. It suggests that the land takes care of its owner, providing sustenance and wealth. The metaphor of the land as a 'host' underscores the reciprocal relationship between the land and its owner, where the owner nurtures the land and in return, the land provides for the owner's needs. This proverb is a reminder of the importance of land as a source of wealth and social standing, and the responsibility that comes with its ownership.",996,118,1114,4446,5,"MW_009,MW_002,MW_003,MW_004,MW_005","ownership,poverty,utonga,wealth,wealth acquisition",,1349,0.05396,2025-11-04T08:01:53.693904
MW_045,Mugunda wene nduinagwo.,Another’s field is not praised.,"An ounce of practice is worth more than tons of preaching."" Gandhi",Every man's field is well known to him.,39,10,49,80,,The original owner of the land is not forgotten.,174,10,184,580,5,"MW_009,MW_002,MW_003,MW_004,MW_005",,One does not inherit their own farm.,"This proverb emphasizes the importance of self-reliance and personal effort in wealth acquisition. It suggests that one cannot truly claim ownership of something they did not work for or earn themselves. The metaphor of the farm represents wealth and prosperity in the Kikuyu culture, as land and farming are significant sources of livelihood.",994,77,1071,4440,5,"MW_009,MW_002,MW_003,MW_004,MW_005","ownership,poverty,utonga,wealth,wealth acquisition",,1304,0.052160000000000005,2025-11-04T08:02:00.766615
MW_046,Mugurira hakuhi nita aheo.,The man who buys something at a place near by is like the man who is given something.,"That is little esteemed, costs little.","He who waits for something good, never gets tired.",42,11,53,83,,He who perseveres will eventually succeed.,177,8,185,581,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,He who avoids work will not taste the fruit of wealth.,"This Kikuyu proverb emphasizes the cultural value of hard work in acquiring wealth. The metaphor of tasting the fruit of wealth implies that the rewards of labor are sweet and fulfilling, but only accessible to those who are willing to work for them. It aligns with the cultural concept of utonga, where wealth is not just material possessions but also social capital, which is often earned through hard work and contribution to the community.",991,103,1094,4434,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1332,0.05328,2025-11-04T08:02:10.715156
MW_047,Muhakana na ciake itimuuragira. .,He who stands close to his property does not lose it.,Take care of your own matters.,One who is not satisfied with what they have will not be satisfied with what they get.,45,18,63,90,,One who denies his own will not prosper.,180,9,189,588,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,One who quarrels with his own does not prosper.,"This proverb emphasizes the importance of unity and harmony within one's own family or community. In the Kikuyu culture, wealth is not just about material possessions but also includes social capital such as family and community relationships. Quarreling or having conflicts with one's own people can lead to social isolation, which in turn can affect one's ability to accumulate wealth or prosperity. The metaphor of quarreling signifies conflict and disunity, while prosperity represents wealth and success.",994,111,1105,4441,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1357,0.05428,2025-11-04T08:02:20.639953
MW_048,Muici ndathiragwo ni mari hindi.,The thief cannot keep fit because his stools contain undigested food.,Ill-gotten things make a person insecure.,The one who is being sought is worth two hundred shillings.,41,14,55,89,,A farmer is paid with many coins.,176,8,184,587,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A poor man's plea is his wealth.,"This proverb emphasizes the cultural understanding of poverty and wealth in the Kikuyu community. It implies that a poor person's plea or request is their wealth, as it is their primary means of survival. It underscores the relational aspect of poverty, where a poor person's social interactions, particularly their ability to ask for help, is their most valuable asset. This is a metaphorical way of saying that when one lacks material wealth, their words (pleas, requests) become their most valuable resource.",990,115,1105,4440,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1344,0.05376,2025-11-04T08:02:30.866937
MW_049,Muici uri hunyu arindagira uri maguta.,"An ugly thief is more likely to be caught than one smeared with fat, i.e. carefully dressed.",One cannot camouflage their true negative self fully and forever.,A person who is in a hurry always arrives when the food is finished.,43,15,58,95,,A poor person does not choose to be fat.,178,10,188,593,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The one who is in the forest does not laugh at the one who is lost.,"This proverb emphasizes empathy and understanding towards those in challenging situations, as anyone can find themselves in similar circumstances. It is a reminder that one should not mock or belittle others who are struggling, as the tables could easily turn. The forest metaphorically represents life's challenges or difficult situations, while being lost signifies experiencing hardship or adversity.",992,89,1081,4446,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1327,0.05308,2025-11-04T08:02:38.557866
MW_050,Muici utari munyiite ni muria gake.,A thief who has not been caught is like a proprietor who has just spent his own money.,Stolen goods belong to the thief if he is not caught.,A silent person has his own thoughts.,43,8,51,92,,A person who does not travel thinks his mother is the best cook.,178,14,192,590,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A silent trader sells his own merchandise.,"This proverb emphasizes the importance of self-advocacy and communication in wealth acquisition. In the Kikuyu culture, a trader who does not actively promote his goods is likely to be overlooked, thus affecting his wealth and standing in the community. The metaphor of a silent trader symbolizes individuals who do not assert themselves or communicate their needs and abilities, which in turn affects their ability to prosper.",992,94,1086,4443,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1329,0.05316,2025-11-04T08:02:47.059906
MW_051,Mukoobi thiiri ndendete kuriha. .,He who borrows does not like repaying.,A person is usually quick to borrow is always slow to pay.,A visitor does not carry a stool to the host's home.,43,13,56,90,,A silent person has deep thoughts.,178,7,185,588,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A persistent pauper cannot be denied a gift.,"This proverb emphasizes the Kikuyu cultural value of generosity and community support, particularly towards those in need. It suggests that if a person in poverty is persistent in seeking help, the community will eventually respond with aid. The metaphor of 'ndendete' (persistence) is used to illustrate the determination often required by those in poverty to improve their circumstances.",992,89,1081,4441,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1322,0.05288,2025-11-04T08:02:53.774981
MW_052,Mundu-muka ndatumagwo thiriini.,A woman is not sent to fetch debts.,"Do not invite unnecessary acrimony. “Angry people are not always wise.” ― Jane Austen, Pride and Prejudice",A person is not shown his/her adulthood.,42,9,51,88,,A woman is not sent for dowry.,177,9,186,586,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A woman is not sold for thirty goats.,This proverb emphasizes the cultural value of human dignity and respect for women in the Kikuyu society. It metaphorically uses the concept of selling a woman for thirty goats to express the idea that a woman's worth is not measured in material wealth or livestock. It teaches against the objectification of women and underscores the importance of treating women with the respect and dignity they deserve.,991,90,1081,4439,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1318,0.05272,2025-11-04T08:03:01.657436
MW_053,"Muriio wa njoohi niuriukagwo, no wa indo nduriukagwo. . (GJW M 341, Ba","The drunkenness of beer passes away, but that of wealth does not.",Avarice increases with wealth. “The wealth which enslaves the owner isn’t wealth. ~ Yoruba Saying,"The one who has been bitten by a snake is afraid of an earthworm, and the one who has been burnt by hot soup is afraid of water.",64,31,95,127,,"The borrower of beer is not told to hurry, but the borrower of money is told to hurry.",199,20,219,625,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,"The poverty of a drunkard is seen, but the poverty of the wealthy is hidden.","This proverb uses the metaphor of a drunkard and a wealthy person to illustrate the societal perceptions of poverty. In Kikuyu culture, a drunkard's poverty is visible because their condition often leads to visible destitution. However, the poverty of a wealthy person, which could be emotional, spiritual, or even financial troubles hidden behind a facade of wealth, is not easily seen. This proverb teaches the lesson that appearances can be deceiving, and that wealth and poverty are not always as they seem.",1013,125,1138,4478,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1452,0.05808,2025-11-04T08:03:11.329196
MW_054,"Muthiini niathinukaga, no munyamaari ndathiinukaga.","A poor man can overcome poverty, but a man poor at heart can never.",Everyone is able to do better. “It always seems impossible until it’s done.” ~ Nelson Mandela,"The one who is in the sun gets warm, and the one who is in the shade gets cold.",51,21,72,108,,"The traveler gets tired, and so does the one who earns wealth.",207,14,221,657,5,"MW_007,MW_005,MW_013,MW_016,MW_017",,"A poor man's goat gives birth, but a rich man's goat multiplies.","This proverb speaks to the disparity between the rich and the poor. Even when a poor man's resources increase (symbolized by a goat giving birth), it is not comparable to the multiplication of wealth that a rich man experiences (symbolized by his goat multiplying). The metaphor of the goats is used to represent wealth and resources in the Kikuyu culture.",990,95,1085,4279,5,"MW_007,MW_005,MW_013,MW_016,MW_017",poverty,,1378,0.055119999999999995,2025-11-04T08:03:22.286213
MW_055,Muthinio ni kuona akiriite muthinio ni waagi.,He who is troubled by wealth surpasses the one troubled by poverty.,Retaining a good position anywhere is difficult; just as remaining wealthy.,Seeing is different from hearing.,48,6,54,102,,"Seeing is daytime, not seeing is nighttime.",183,9,192,600,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,True wealth is seeing what you have; true poverty is lacking vision.,"This proverb emphasizes the importance of recognizing and appreciating one's own resources (wealth) and the danger of failing to do so (poverty). It suggests that wealth is not just about material possessions but also about understanding and valuing what one possesses. Conversely, poverty is not just about lack of material resources but also about lack of vision or understanding of one's potential. The metaphor of ""seeing"" is used to represent this understanding and appreciation.",997,109,1106,4453,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1352,0.05408,2025-11-04T08:03:30.385020
MW_056,Mutongi ndathethukaga. .,Whoever would like to be rich must have patience.,Patience pays!,The guest has not yet spoken.,40,7,47,81,,The traveler does not get lost.,175,7,182,579,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The guest does not host himself.,"This proverb emphasizes the importance of hospitality and the roles of host and guest in the Kikuyu culture. It suggests that a guest should be well taken care of by the host and should not have to fend for themselves. It also implies the value of community and interdependence, as one cannot thrive alone.",989,75,1064,4432,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1293,0.051719999999999995,2025-11-04T08:03:37.299242
MW_057,Mutongi ndathethukaga. .,Whoever would like to be rich must have patience.,"No pains, no gains.",The one who pays is the one who decides.,40,10,50,81,,The traveler does not get lost.,175,7,182,579,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The guest does not overstay.,"This proverb emphasizes the cultural value of self-reliance and the importance of not becoming a burden to others. In the Kikuyu culture, guests are highly valued and treated with great hospitality. However, it is also expected that a guest will not overstay their welcome, becoming a burden to their host. This proverb can be applied to various situations where one's dependence on others is being questioned. It teaches the importance of knowing when to leave or when to stop depending on others for resources or help.",989,115,1104,4432,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1336,0.05344,2025-11-04T08:03:45.621974
MW_058,Mwana ni indo.,A child bears prosperity.,A male child is the supposedly reliable pillar of the home.,A child is a thing.,36,6,42,71,,A child is wealth.,171,5,176,569,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A child is wealth.,"This proverb emphasizes the Kikuyu cultural value of children as sources of wealth. Not just in a material sense, but also in terms of social capital and community standing. The child, as a future contributor to the family and society, is seen as a valuable asset. This mirrors the cultural concept of ""utonga"" where wealth is measured not just in possessions but in social capital.",985,89,1074,4422,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1292,0.051680000000000004,2025-11-04T08:03:51.850251
MW_059,Mwana wa kahii ti wa kairiitu.,"A male child, is not a female child.",A son is believed to be prudent in taking care of property.,The son of a poor man is not a young man.,44,12,56,87,,The child of a frog is not the child of a squirrel.,179,13,192,585,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The child of a poor man is not the child of a rich man.,"This proverb emphasizes the stark difference between poverty and wealth in the Kikuyu society. It suggests that the experiences, opportunities, and life paths of a poor person's child and a rich person's child are fundamentally different. The metaphor of the child represents the future and the potential for change or continuity in one's socioeconomic status. The proverb underscores the importance of wealth (utonga) in shaping one's life experiences and opportunities. It also reflects the societal understanding of poverty (Ũthĩĩni) as a state of material lack and social isolation.",993,135,1128,4438,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1376,0.05504,2025-11-04T08:04:01.174761
MW_060,Mwanake wi na indo ndoihanaga.,"The youth who has enough to buy his girl, need not beseech her.",Money is the sinew of love as well as war.,A man's wealth is not known by his words.,41,11,52,87,,A man with wealth is never ugly.,176,8,184,585,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A man who has wealth does not go unnoticed.,"This proverb encapsulates the Kikuyu cultural understanding of wealth (utonga) as not just material possessions, but also social capital. In this context, a wealthy man is not just rich in terms of resources, but also in terms of his relationships, influence, and standing in the community. Therefore, his wealth makes him visible and influential within his community. The proverb uses the metaphor of visibility to express the idea that wealth brings recognition and respect.",990,107,1097,4438,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1333,0.05332,2025-11-04T08:04:08.919577
MW_061,Mwendia niaguraga.,The one who sells also buys.,To sell and to buy are both business.,A traveler is advised.,38,5,43,75,,A traveler learns.,173,4,177,573,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,"The one who loves, shares.","This proverb highlights the Kikuyu cultural value of generosity and sharing, especially in the context of wealth (utonga). It suggests that a true measure of love and affection is the willingness to share one's resources with others. This can be seen as a metaphor for the broader social principle that wealth should be used to benefit the community, not just the individual.",987,86,1073,4426,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1293,0.051719999999999995,2025-11-04T08:04:15.842721
MW_062,Muthuuri athikagwo na indo.,An old man is buried with his wealth.,"After death of a wealthy man, his riches also diminish.",A hunter is not judged by words.,41,8,49,84,,A rich man is not stopped by wealth.,176,9,185,582,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A wanderer is not burdened by wealth.,"This proverb reflects the Kikuyu cultural understanding of wealth (utonga) as not just material possessions, but also social capital, family, livestock, and land. The metaphor of a wanderer (muthuuri) suggests someone who is not settled or rooted in a community, and therefore does not have the social and material wealth associated with that. The proverb implies that while wealth can provide security and status, it also comes with responsibilities and ties that can be seen as burdensome.",990,115,1105,4435,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1339,0.053559999999999997,2025-11-04T08:04:23.324163
MW_063,Ndonga imwe ndihingaga iriuko.,A rich man cannot block the ford.,No living man is all things. Many hands are better than one.,One finger cannot kill a louse.,43,8,51,87,,One finger cannot kill a louse.,178,8,186,585,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,One finger cannot kill a louse.,"This proverb emphasizes the importance of collective effort and unity in achieving a goal. In the Kikuyu culture, the act of removing lice was often a communal activity, requiring more than one finger to effectively eliminate the pest. Thus, the proverb metaphorically communicates that individual efforts are often insufficient, and collective action is necessary for success. This is a common theme in many African cultures, reflecting the communal nature of their societies.",992,100,1092,4438,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1329,0.05316,2025-11-04T08:04:32.578647
MW_064,Ndonga naanu irugiitwo ni mukari.,"An arrogant rich man, is surpassed by a miser.",Being mean is a vice not easy to break.,The spear that has been seen in advance does not kill a warrior.,45,14,59,90,,The spear that has been lent is not used for digging.,180,12,192,588,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A borrowed knife is returned by the handle.,"This proverb emphasizes the cultural value of respect and caution when dealing with borrowed wealth or resources. The metaphor of the knife being returned by the handle suggests that one should not only return what they have borrowed, but also do so in a manner that shows respect and consideration for the owner's safety and well-being. This proverb can be applied to the concept of wealth acquisition, teaching that one should acquire wealth in a respectful and considerate manner, without causing harm or discomfort to others.",994,110,1104,4441,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1355,0.0542,2025-11-04T08:04:42.151424
MW_065,Ndugu nyingi ithaatagia muhuko.,Many acquaintances deplete the pocket.,Choose friends who add value to your life. “To be without a friend is to be poor indeed.” ~ Tanzanian proverb,Many siblings make the load lighter.,43,7,50,88,,Many siblings do not guarantee inheritance.,178,7,185,586,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Many siblings do not lack a helper.,"This proverb emphasizes the importance of family and community in the Kikuyu culture. It suggests that having many siblings or a large family network provides a safety net in times of need, and is a form of wealth in itself. The metaphor of not lacking a helper underscores the idea that family members support and help each other, contributing to the overall wealth and prosperity of the family.",992,90,1082,4439,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1317,0.05268,2025-11-04T08:04:49.718257
MW_066,Ngai ndoonagio nda.,God is not shown one’s belly.,"Do not blow your own trumpet, instead show gratitude to God.",God does not give birth.,39,6,45,76,,God does not sleep.,174,5,179,574,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,God does not despise the poor.,"This proverb emphasizes the cultural value of inclusivity and respect for all, regardless of their economic status. It communicates the belief that divine favor and blessings are not exclusive to the wealthy, but also accessible to the poor. The metaphorical use of 'God' represents a higher power or authority, indicating that respect and consideration should be given to all members of society.",988,86,1074,4427,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1298,0.05192,2025-11-04T08:04:56.291407
MW_067,Ngia itari thiiri ti ngia.,A poor person with no debts is not so poor a person.,Nobody has everything or is self sufficient.,A cow without a tail is not a cow.,40,10,50,83,,A job without pay is not a job.,175,9,184,581,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A cow without a calf is not a cow.,"This proverb emphasizes the importance of productivity and continuity in the Kikuyu culture. Just as a cow is expected to bear a calf to ensure the continuation of the herd, individuals are expected to contribute to their community and ensure its prosperity. The metaphor of a cow and calf is used to symbolize wealth and prosperity, as cows are considered a significant form of wealth in the Kikuyu culture. The proverb teaches that wealth is not just about possession, but also about its productive use for the benefit of the community.",989,121,1110,4434,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1344,0.05376,2025-11-04T08:05:07.942092
MW_068,Njuuku ni migathi ya ndonga,,"Ignore slander and go about your endeavours. Teaching This proverb teaches when one is rich, they are prone to being talked about, either positively or negatively. This is due to curiosity, admiration, or envy among other feelings. A rich person should therefore shoulder all these burdens and plough on with their business.",A journey is a portion of a long trek.,40,10,50,84,,A small house is the key to peace.,175,9,184,582,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A small home is the beginning of prosperity.,"This Kikuyu proverb emphasizes the cultural value of ownership and wealth acquisition. It suggests that even the smallest possession, like a humble home, can be a stepping stone towards greater wealth and prosperity. The metaphor of a small home as the 'beginning' encapsulates the idea of growth and progress, which are central to the Kikuyu concept of utonga (wealth). This proverb encourages patience, hard work, and the wise use of resources, no matter how limited they may be initially.",989,116,1105,4435,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1339,0.053559999999999997,2025-11-04T08:05:16.874443
MW_069,"Riua ritiri gitonga no ngia theri. (Riua ritiui gitonga no ngia their) (GJW R 23,Ba","The sun has no rich people, but only the poor people.",Human beings have similar rough experiences in life.,A river does not prevent the growth of reeds on its banks.,66,14,80,140,,A river does not flow and become a lake without a source.,201,13,214,638,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A river does not flow with wealth for the poor.,"This proverb uses the metaphor of a river to represent wealth and prosperity. It suggests that despite the abundance of a river, the poor (represented by ""ngia theri"") cannot access or benefit from its wealth. This reflects the Kikuyu cultural understanding of poverty as both material lack and social isolation, as well as the concept of wealth as not just possessions but social capital.",1015,94,1109,4491,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1403,0.05612,2025-11-04T08:05:23.782310
MW_070,Ruthuuro rutiiyuragia ikumbi,Selected goods do not fill the granary.,Desire for good things is endless.,A secret does not cross the threshold.,43,8,51,85,,Borrowed things do not fill the granary.,178,11,189,583,5,"MW_006,MW_002,MW_003,MW_004,MW_005",,Borrowed seeds do not fill the granary.,"This proverb emphasizes the importance of self-reliance and hard work in wealth creation. It suggests that depending on others or taking shortcuts will not lead to lasting prosperity. The metaphor of ""borrowed seeds"" and the ""granary"" represents wealth and the means to acquire it, respectively. In the Kikuyu culture, a filled granary signifies wealth and prosperity, achieved through personal effort and diligence.",992,98,1090,4436,5,"MW_006,MW_002,MW_003,MW_004,MW_005","ownership,poverty,utonga,wealth,wealth acquisition",,1330,0.053200000000000004,2025-11-04T08:05:32.131717
