proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,raw_translation,raw_tokens_prompt,raw_tokens_completion,raw_tokens_total,raw_prompt_length,raw_error,trad_rag_translation,trad_rag_tokens_prompt,trad_rag_tokens_completion,trad_rag_tokens_total,trad_rag_prompt_length,trad_rag_retrieved_count,trad_rag_retrieved_ids,trad_rag_error,ograg_translation,ograg_explanation,ograg_tokens_prompt,ograg_tokens_completion,ograg_tokens_total,ograg_prompt_length,ograg_retrieved_count,ograg_retrieved_ids,ograg_concepts,ograg_error,total_tokens,estimated_cost,timestamp
MW_037,Kumaatha gutiri hinya ta kuramata.,To acquire wealth is not as difficult as good stewardship.,Riches are not permanent.,Eating does not require strength like working does.,42,10,52,91,,Having knowledge is not as powerful as applying it.,132,10,142,358,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,To consume is not as powerful as to produce.,"This proverb emphasizes the cultural value of productivity and self-sufficiency in the Kikuyu community. It suggests that the act of creating or producing something (wealth, food, etc.) holds more value and power than simply consuming or using it. This aligns with the Kikuyu concept of wealth acquisition and the importance of hard work in achieving prosperity. The metaphor of consumption and production is used to illustrate this principle.",991,102,1093,4442,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1287,0.05148,2025-11-10T22:30:08.248100
MW_038,Kumaatha gutiri hinya ta kuramata.,To acquire wealth is not as difficult as good stewardship.,"Save for a rainy day. “When you have money, think of the time when you had none.” - Japanese Proverb",Eating does not give strength like working does.,42,10,52,91,,Having knowledge is not as powerful as applying it.,132,10,142,358,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,To merely dream does not equate to the strength of action.,"This Kikuyu proverb emphasizes the cultural value of action over mere intention or dreaming. It suggests that dreaming or planning alone does not bring prosperity or wealth (utonga). Instead, one must take action and work hard to achieve their goals. This aligns with the Kikuyu cultural concept of wealth acquisition, which values hard work and effort. The metaphor of dreaming versus action underscores the difference between passive aspiration and active pursuit of wealth.",991,108,1099,4442,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1293,0.051719999999999995,2025-11-10T22:30:19.761500
MW_039,Kuri mwoni na muraata thi.,There is one who finds wealth and one who merely mends the surface of its cracks.,People have different opportunities and destinies.,It is better to see than to be told.,40,10,50,83,,There is darkness and light in the world.,130,9,139,350,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The path to wealth is paved with diligence and patience.,"This proverb emphasizes the cultural values of hard work (diligence) and patience in the process of wealth acquisition. The metaphor of a path being paved suggests a journey that requires consistent effort and time. It aligns with the Kikuyu cultural understanding of wealth (utonga) as not just material possessions but also social capital, which is often built over time through sustained effort and patience.",989,96,1085,4434,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1274,0.050960000000000005,2025-11-10T22:30:27.873963
MW_040,Kuria thiiri wene ni kuriha.,The way of eating a debt is paying it.,He who gets out of debt grows rich.,The one who prepares the food is not the one who eats it most.,41,15,56,85,,The place where you prosper is your homeland.,131,9,140,352,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,To eat alone is to choke.,This proverb emphasizes the importance of sharing and community in Kikuyu culture. It suggests that wealth (symbolized by food) is not to be hoarded but shared with others. The act of eating alone and choking metaphorically represents the isolation and potential downfall that comes with selfishness and greed. It aligns with the cultural concept of 'utonga' where wealth is not just material possessions but also includes social capital.,990,98,1088,4436,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1284,0.05136,2025-11-10T22:30:36.475834
MW_041,Mbari ya uri moigaga matikaaga.,The family of the haves often say that they will never lack.,"Count your blessing! Count the garden by the flowers, never by the leaves that fall.",The family that is united does not break.,42,9,51,88,,The clan that is united stands firm.,132,8,140,355,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A family that is united stands firm.,"This Kikuyu proverb emphasizes the importance of unity, especially within a family. The metaphor of ""standing firm"" is used to signify strength, stability, and resilience, which are qualities attributed to a united family. In the Kikuyu culture, a united family is seen as a source of wealth (utonga), as it provides social capital and support. This proverb teaches that unity is a form of wealth that can help a family withstand challenges and prosper.",991,108,1099,4439,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1290,0.0516,2025-11-10T22:30:49.707127
MW_042,Mbeeca itiri mwana kana nyina.,With money there is no child or mother.,Business is business and has no relatives.,"A goat does not bear a calf, nor does a cow bear a kid.",42,16,58,87,,A goat does not bear a child without a mother.,132,11,143,354,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Poverty spares neither child nor mother.,"This proverb emphasizes the indiscriminate nature of poverty. In Kikuyu culture, the mother and child relationship is sacred, and the mother is expected to protect and provide for the child. However, when poverty strikes, it affects everyone, regardless of their roles or status in society. The metaphor underscores the harsh reality that poverty does not discriminate, affecting both the young (child) and the old (mother).",991,96,1087,4438,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1288,0.05152,2025-11-10T22:30:57.212886
MW_043,Mucii uri mburi ndwagaga kihuno.,A homestead with goats does not lack miscarriages.,The good and the bad go together.,Home is where the heart feels at ease.,44,9,53,89,,"At home, where there are goats, they bleat loudly.",134,13,147,356,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A home that has goats does not lack a cooking pot.,"This proverb emphasizes the importance of wealth (represented by goats) in providing for basic needs (represented by the cooking pot). In the Kikuyu culture, goats are a sign of wealth and prosperity, and a cooking pot symbolizes the ability to provide for one's family. Therefore, the proverb suggests that a wealthy home will always have the means to sustain itself.",993,92,1085,4440,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1285,0.0514,2025-11-10T22:31:04.536200
MW_044,Mugunda ni mugema wa mwene. W,A farm is the ornament of the owner.,"Always be contented with what we have, because God knows what's best for us.",The owner best knows where the farm is fertile.,41,10,51,86,,The farm is the pride of the owner.,129,9,138,355,5,"MW_009,MW_002,MW_003,MW_004,MW_005",,The land is the servant of its owner.,"This proverb emphasizes the cultural value of land ownership in Kikuyu society. It suggests that land, as a resource, serves its owner by providing sustenance, wealth, and social standing. The metaphor of the land as a 'servant' underscores the idea that land, when properly managed and respected, can yield significant benefits for its owner.",996,85,1081,4446,5,"MW_009,MW_002,MW_003,MW_004,MW_005","ownership,poverty,utonga,wealth,wealth acquisition",,1270,0.050800000000000005,2025-11-10T22:31:11.599529
MW_045,Mugunda wene nduinagwo.,Another’s field is not praised.,"An ounce of practice is worth more than tons of preaching."" Gandhi",Every man's field is well known to him.,39,10,49,80,,The main homestead is not deserted.,127,8,135,349,5,"MW_009,MW_002,MW_003,MW_004,MW_005",,One does not inherit their own farm.,"This proverb emphasizes the cultural value of personal effort and ownership in the Kikuyu community. It suggests that true wealth (utonga) or property, in this case represented by a farm (mugunda), is not simply handed down or inherited, but must be earned or created by one's own labor and initiative. The metaphor of the farm underscores the importance of land and agriculture in Kikuyu society, as well as the broader principle of self-reliance in wealth creation.",994,113,1107,4440,5,"MW_009,MW_002,MW_003,MW_004,MW_005","ownership,poverty,utonga,wealth,wealth acquisition",,1291,0.05164,2025-11-10T22:31:17.641252
MW_046,Mugurira hakuhi nita aheo.,The man who buys something at a place near by is like the man who is given something.,"That is little esteemed, costs little.",He who waits for leftovers will not get enough.,42,10,52,83,,He who is patient will see the dawn.,132,9,141,350,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,"He who hoards wealth, shares it with the mice.","This proverb is a critique of excessive accumulation of wealth, particularly when it is not shared or used for the benefit of the community. The metaphor of sharing with mice implies that hoarded wealth is wasted or consumed by unintended beneficiaries (in this case, mice). This reflects the Kikuyu cultural values of generosity, communal sharing, and the belief that wealth is not just material possessions, but also includes social capital.",991,101,1092,4434,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1285,0.0514,2025-11-10T22:31:25.908246
MW_047,Muhakana na ciake itimuuragira. .,He who stands close to his property does not lose it.,Take care of your own matters.,One who despises his own will not be honored.,45,11,56,90,,He who denies his own will not be enriched.,135,10,145,357,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,One who despises their own will not prosper.,"This proverb emphasizes the cultural value of self-respect and the importance of valuing one's own resources, skills, and abilities. In the Kikuyu culture, self-deprecation or underestimating one's own worth is seen as a barrier to success and wealth acquisition. The metaphor suggests that prosperity comes from recognizing and utilizing one's own assets effectively.",994,88,1082,4441,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1283,0.05132,2025-11-10T22:31:34.360808
MW_048,Muici ndathiragwo ni mari hindi.,The thief cannot keep fit because his stools contain undigested food.,Ill-gotten things make a person insecure.,A person is valued for his wealth.,41,8,49,89,,A farmer is rewarded with a good harvest.,131,9,140,356,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The diligent hand reaps wealth.,"This proverb emphasizes the cultural value of hard work in the Kikuyu community. It suggests that wealth (utonga) is not a product of luck or inheritance, but of consistent effort and diligence. The metaphor of 'reaping' underscores the agricultural roots of the Kikuyu people, where diligent cultivation leads to a bountiful harvest, symbolizing prosperity.",990,88,1078,4440,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1267,0.050679999999999996,2025-11-10T22:31:42.731191
MW_049,Muici uri hunyu arindagira uri maguta.,"An ugly thief is more likely to be caught than one smeared with fat, i.e. carefully dressed.",One cannot camouflage their true negative self fully and forever.,The one who is in the kitchen feels the heat more than the one who is in the living room.,43,21,64,95,,A traveler does not fear a long journey.,133,9,142,362,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The one who is in the forest does not laugh at the one who is lost.,"This proverb communicates the idea that those who are in a position of wealth or advantage should not mock or belittle those who are struggling or in a state of poverty. The metaphor of being in the forest represents being in a state of wealth or prosperity (utonga), while being lost represents experiencing hardship or poverty (ũthĩĩni). The proverb encourages empathy and understanding, as circumstances can change and roles can be reversed.",992,111,1103,4446,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1309,0.05236,2025-11-10T22:31:50.956296
MW_050,Muici utari munyiite ni muria gake.,A thief who has not been caught is like a proprietor who has just spent his own money.,Stolen goods belong to the thief if he is not caught.,A silent person has his own wisdom.,43,8,51,92,,A silent person has his own wisdom.,133,8,141,359,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A silent trader owns his own market.,"This proverb uses the metaphor of a trader and a market to convey the cultural concept of wealth acquisition and ownership. In the Kikuyu culture, a trader who doesn't advertise or make noise about his goods is seen as being in control of his own market, meaning he has a unique command over his wealth and resources. This suggests the value of self-reliance, discretion, and strategic management in wealth creation.",992,98,1090,4443,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1282,0.05128,2025-11-10T22:32:01.461677
