proverb_id,kikuyu_text,system,translation,expert_translation,cultural_authenticity,semantic_similarity,context_preservation,translation_fidelity,rouge1_f,rouge2_f,rougeL_f,word_overlap,structural_similarity,overall_quality,quality_grade,recommendations,evaluation_timestamp,error
MW_022,Gutiri uriragio ni utonga no ukia.,OG-RAG,There is no wealth without perseverance and patience.,"Nobody grumbles at being rich, only at being poor.",0.6475252747535706,0.4938131868839264,1.0,0.32022640231281485,0.0,0.0,0.0,0.0,0.058823529411764705,0.3710893507109134,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:58.343098,
MW_023,Gwa gitonga gucokagirirwo ni mambura.,Raw GPT-4,The seat of power is maintained by gifts.,The home of a rich man is revisited during a ceremony (especially burial).,0.5833874702453614,0.3334686756134033,1.0,0.31772130423666484,0.2857142857142857,0.0,0.2857142857142857,0.17647058823529413,0.2,0.34455744458097726,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:58.433281,
MW_023,Gwa gitonga gucokagirirwo ni mambura.,Traditional RAG,The seat of power is maintained by followers.,The home of a rich man is revisited during a ceremony (especially burial).,0.5220774292945862,0.18019357323646545,1.0,0.2721831265128447,0.2857142857142857,0.0,0.2857142857142857,0.17647058823529413,0.2,0.30409506599733016,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:58.497994,
MW_023,Gwa gitonga gucokagirirwo ni mambura.,OG-RAG,The path to wealth is paved with patience.,The home of a rich man is revisited during a ceremony (especially burial).,0.5447909116744996,0.23697727918624878,1.0,0.24664861142175076,0.1904761904761905,0.0,0.1904761904761905,0.1111111111111111,0.14285714285714285,0.3042433786674126,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:58.563041,
MW_024,Haro ni ya muka uri thiiri,Raw GPT-4,The best food is the one that has been cooked at home.,Quarrelling is the hallmark of the woman who has debts.,0.46088638305664065,0.027215957641601562,1.0,0.2736729410866223,0.3636363636363636,0.09999999999999999,0.2727272727272727,0.17647058823529413,0.2222222222222222,0.28014008260297407,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:58.704240,
MW_024,Haro ni ya muka uri thiiri,Traditional RAG,The farm belongs to the woman who tills it.,Quarrelling is the hallmark of the woman who has debts.,0.5809826731681824,0.32745668292045593,1.0,0.39595524799914755,0.4210526315789474,0.23529411764705882,0.4210526315789474,0.21428571428571427,0.26666666666666666,0.3709774060669746,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:58.769760,
MW_024,Haro ni ya muka uri thiiri,OG-RAG,The farm belongs to the mother as long as she lives.,Quarrelling is the hallmark of the woman who has debts.,0.5411408245563507,0.22785206139087677,1.0,0.2891200914469122,0.1904761904761905,0.0,0.1904761904761905,0.058823529411764705,0.1111111111111111,0.31764836182895956,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:58.848097,
MW_025,Hinya nduri indo,Raw GPT-4,Strength is better than wealth.,Strength has no wealth.,0.7552250623703003,0.7630626559257507,1.0,0.5698305061229118,0.4444444444444445,0.0,0.4444444444444445,0.2857142857142857,0.375,0.5015307020911393,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:58.906267,
MW_025,Hinya nduri indo,Traditional RAG,Strength is not in the legs.,Strength has no wealth.,0.6546151161193847,0.5115377902984619,1.0,0.38891917898541406,0.2,0.0,0.2,0.1111111111111111,0.2,0.3979677590926488,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:58.964819,
MW_025,Hinya nduri indo,OG-RAG,Strength is not wealth.,Strength has no wealth.,0.8008144140243529,0.8770360350608826,1.0,0.6748197551284517,0.5,0.0,0.5,0.3333333333333333,0.42857142857142855,0.5565126799046993,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.021185,
MW_026,Indo ciene inoragia mundu itina rimwe. W,Raw GPT-4,"A good thing sells itself, a bad one advertises itself.",Other people’s property fattens only one buttock.,0.5338660955429078,0.2096652388572693,1.0,0.2559080861252968,0.11111111111111112,0.0,0.11111111111111112,0.06666666666666667,0.1111111111111111,0.303114268361017,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.083860,
MW_026,Indo ciene inoragia mundu itina rimwe. W,Traditional RAG,A good thing makes the world have one language.,Other people’s property fattens only one buttock.,0.5145092070102693,0.1612730175256729,1.0,0.25084598297138716,0.11764705882352941,0.0,0.11764705882352941,0.06666666666666667,0.1111111111111111,0.2935997768440932,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.147067,
MW_026,Indo ciene inoragia mundu itina rimwe. W,OG-RAG,"Wealth that is shared enriches the community, but wealth that is hoarded enriches only one.",Other people’s property fattens only one buttock.,0.5836036682128907,0.33400917053222656,1.0,0.26497423073683996,0.1739130434782609,0.09523809523809523,0.1739130434782609,0.058823529411764705,0.15,0.32618244804305024,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.235205,
MW_027,Indo ciene iri mutino.,Raw GPT-4,A beautiful thing is loved when it's new.,Stolen goods bring misfortune.,0.5310616493225098,0.20265412330627441,1.0,0.1878278978610288,0.0,0.0,0.0,0.0,0.07142857142857142,0.278164423980364,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.298340,
MW_027,Indo ciene iri mutino.,Traditional RAG,The best food is in the pot.,Stolen goods bring misfortune.,0.5169753193855287,0.1674382984638214,1.0,0.20769431355324658,0.0,0.0,0.0,0.0,0.09090909090909091,0.27948313749784776,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.358856,
MW_027,Indo ciene iri mutino.,OG-RAG,Wealth that comes quickly disappears just as fast.,Stolen goods bring misfortune.,0.614520001411438,0.41130000352859497,1.0,0.24164730892731592,0.0,0.0,0.0,0.0,0.07692307692307693,0.3303845586891358,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.421351,
MW_028,,Raw GPT-4,,,,,,,,,,,,,,,,'float' object is not subscriptable
MW_028,,Traditional RAG,,,,,,,,,,,,,,,,'float' object is not subscriptable
MW_028,,OG-RAG,,,,,,,,,,,,,,,,'float' object is not subscriptable
MW_029,Indo ni kurimithanio,Raw GPT-4,Wealth is to be shown by deeds.,Wealth comes by cultivating together.,0.7232219457626343,0.6830548644065857,1.0,0.5053509388240413,0.3333333333333333,0.0,0.3333333333333333,0.2,0.2727272727272727,0.4661616068934682,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.543925,
MW_029,Indo ni kurimithanio,Traditional RAG,Wealth is a test.,Wealth comes by cultivating together.,0.7130285024642944,0.6575712561607361,1.0,0.3955966363529543,0.22222222222222224,0.0,0.22222222222222224,0.125,0.2222222222222222,0.4236702237092518,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.602118,
MW_029,Indo ni kurimithanio,OG-RAG,Wealth is a result of hard work.,Wealth comes by cultivating together.,0.7239068031311036,0.6847670078277588,1.0,0.44136787943914224,0.16666666666666666,0.0,0.16666666666666666,0.09090909090909091,0.16666666666666666,0.4440414790561412,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.663029,
MW_030,Indo ni mwene.,Raw GPT-4,The house belongs to its owner.,Wealth is all about the owner.,0.6504576444625855,0.5011441111564636,1.0,0.4611677898334035,0.3333333333333333,0.0,0.3333333333333333,0.2,0.2727272727272727,0.4215917842267254,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.724962,
MW_030,Indo ni mwene.,Traditional RAG,Wealth belongs to the owner.,Wealth is all about the owner.,0.7953045845031739,0.8632614612579346,1.0,0.6791995922483578,0.5454545454545454,0.22222222222222224,0.5454545454545454,0.375,0.4444444444444444,0.5558416910881948,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.783182,
MW_030,Indo ni mwene.,OG-RAG,Wealth belongs to its owner.,Wealth is all about the owner.,0.7960804939270019,0.8652012348175049,1.0,0.597062856428551,0.3636363636363636,0.0,0.3636363636363636,0.2222222222222222,0.3,0.5274041973207936,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.842042,
MW_031,Iroobagia ha muoni.,Raw GPT-4,The one who is being carried does not realize how far the forest is.,They (vultures) haunt the yard of a wealthy man.,0.5609186649322511,0.27729666233062744,1.0,0.24051382450844885,0.08695652173913043,0.0,0.08695652173913043,0.047619047619047616,0.08695652173913043,0.30854730455085755,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.929434,
MW_031,Iroobagia ha muoni.,Traditional RAG,It is being discussed in the river.,They (vultures) haunt the yard of a wealthy man.,0.5358156681060791,0.21453917026519775,1.0,0.23682482070393032,0.125,0.0,0.125,0.06666666666666667,0.1111111111111111,0.29721495448880725,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:52:59.991416,
MW_031,Iroobagia ha muoni.,OG-RAG,The one who borrows does not prosper.,They (vultures) haunt the yard of a wealthy man.,0.539643657207489,0.22410914301872253,1.0,0.246424311167664,0.125,0.0,0.125,0.06666666666666667,0.1111111111111111,0.302105971791678,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.120251,
MW_032,Itonga igiri itiri nyoni.,Raw GPT-4,Two iron smelting tools do not make a blacksmith.,Two rich persons do not wish each other a bird of ill omen.,0.5310775637626648,0.202693909406662,1.0,0.34607735319488087,0.3636363636363637,0.1,0.3636363636363637,0.2222222222222222,0.2631578947368421,0.3335580991232742,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.209471,
MW_032,Itonga igiri itiri nyoni.,Traditional RAG,Two tongues cannot sing a song.,Two rich persons do not wish each other a bird of ill omen.,0.5548354029655457,0.26208850741386414,1.0,0.2630453969100064,0.21052631578947367,0.0,0.21052631578947367,0.11764705882352941,0.2222222222222222,0.31400005010472054,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.285547,
MW_032,Itonga igiri itiri nyoni.,OG-RAG,Two sources of wealth do not lack a songbird.,Two rich persons do not wish each other a bird of ill omen.,0.6781884193420411,0.5704710483551025,1.0,0.4824317178865506,0.4545454545454546,0.1,0.3636363636363637,0.29411764705882354,0.3333333333333333,0.44012646899710917,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.362939,
MW_033,Kahora kari indo.,Raw GPT-4,Every market has its own customers.,Steadiness makes wealth.,0.5539673328399659,0.25991833209991455,1.0,0.20382855909211295,0.0,0.0,0.0,0.0,0.1,0.2929269288182259,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.420728,
MW_033,Kahora kari indo.,Traditional RAG,Every market has its own customers.,Steadiness makes wealth.,0.5539673328399659,0.25991833209991455,1.0,0.20382855909211295,0.0,0.0,0.0,0.0,0.1,0.2929269288182259,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.479425,
MW_033,Kahora kari indo.,OG-RAG,Every homestead has its own wealth.,Steadiness makes wealth.,0.6527056694030762,0.5067641735076904,1.0,0.37675238136261224,0.2222222222222222,0.0,0.2222222222222222,0.125,0.2222222222222222,0.3929456012381448,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.535965,
MW_034,Kigina gitiinikagwo irio hande itari nguru.,Raw GPT-4,A small cooking pot does not satisfy one with a big appetite.,The seed-storing calabash should never be drained before the new crop has matured.,0.5214399755001069,0.17859993875026703,1.0,0.17826201108291867,0.0,0.0,0.0,0.0,0.041666666666666664,0.2709676940790643,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.619506,
MW_034,Kigina gitiinikagwo irio hande itari nguru.,Traditional RAG,A tree that does not produce good fruits is not hit with stones.,The seed-storing calabash should never be drained before the new crop has matured.,0.5731237411499024,0.30780935287475586,1.0,0.22880644423787186,0.0,0.0,0.0,0.0,0.04,0.3093317519432161,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.689995,
MW_034,Kigina gitiinikagwo irio hande itari nguru.,OG-RAG,A tree that bears no fruit is not worth the best soil.,The seed-storing calabash should never be drained before the new crop has matured.,0.6368932962417603,0.40473324060440063,1.0,0.27452296371095564,0.07692307692307691,0.0,0.07692307692307691,0.043478260869565216,0.08333333333333333,0.3508403557955386,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.755377,
MW_035,Kihoto ni indo.,Raw GPT-4,A pot is wealth.,A fair argument is wealth.,0.6163560748100281,0.4158901870250702,1.0,0.5366787815759906,0.6666666666666665,0.28571428571428575,0.6666666666666665,0.5,0.5714285714285714,0.4343800034756079,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.813502,
MW_035,Kihoto ni indo.,Traditional RAG,A home is wealth.,A fair argument is wealth.,0.641386365890503,0.4784659147262573,1.0,0.5643495170406368,0.6666666666666665,0.28571428571428575,0.6666666666666665,0.5,0.5714285714285714,0.4540768773204241,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.872330,
MW_035,Kihoto ni indo.,OG-RAG,A home is wealth.,A fair argument is wealth.,0.641386365890503,0.4784659147262573,1.0,0.5643495170406368,0.6666666666666665,0.28571428571428575,0.6666666666666665,0.5,0.5714285714285714,0.4540768773204241,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.931926,
MW_036,Kirema mbeeca ni kigariure. .,Raw GPT-4,A wound inflicted by a friend is not easily healed.,That which is beyond the power of money must be manipulated.,0.501067453622818,0.12766863405704498,1.0,0.21388828257159484,0.09523809523809525,0.0,0.09523809523809525,0.05263157894736842,0.1,0.2752878803491854,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:00.994981,
MW_036,Kirema mbeeca ni kigariure. .,Traditional RAG,A bad dancer blames the floor.,That which is beyond the power of money must be manipulated.,0.488875412940979,0.09718853235244751,1.0,0.1595674569115919,0.11764705882352942,0.0,0.11764705882352942,0.0625,0.11764705882352941,0.2513987750954488,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.057392,
MW_036,Kirema mbeeca ni kigariure. .,OG-RAG,A borrowed garment is always uncomfortable.,That which is beyond the power of money must be manipulated.,0.47475645840168,0.06189114600419998,1.0,0.1797133716897053,0.11764705882352942,0.0,0.11764705882352942,0.0625,0.11764705882352941,0.25280226345206885,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.116787,
MW_037,Kumaatha gutiri hinya ta kuramata.,Raw GPT-4,Eating does not require strength like working does.,To acquire wealth is not as difficult as good stewardship.,0.5992187023162843,0.37304675579071045,1.0,0.3121156940286644,0.11111111111111112,0.0,0.11111111111111112,0.0625,0.125,0.3489279738365462,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.180119,
MW_037,Kumaatha gutiri hinya ta kuramata.,Traditional RAG,Having knowledge is not as powerful as applying it.,To acquire wealth is not as difficult as good stewardship.,0.6277052879333496,0.444263219833374,1.0,0.4514613603700795,0.4210526315789474,0.23529411764705882,0.4210526315789474,0.21428571428571427,0.26666666666666666,0.40909359130286765,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.260603,
MW_037,Kumaatha gutiri hinya ta kuramata.,OG-RAG,To consume is not as powerful as to produce.,To acquire wealth is not as difficult as good stewardship.,0.6486645460128784,0.49666136503219604,1.0,0.507665067039504,0.5263157894736842,0.23529411764705882,0.5263157894736842,0.3333333333333333,0.38461538461538464,0.43714859186897775,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.319694,
MW_038,Kumaatha gutiri hinya ta kuramata.,Raw GPT-4,Eating does not give strength like working does.,To acquire wealth is not as difficult as good stewardship.,0.5775551557540894,0.3188878893852234,1.0,0.28540147009708877,0.11111111111111112,0.0,0.11111111111111112,0.0625,0.125,0.33091257683561687,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.382844,
MW_038,Kumaatha gutiri hinya ta kuramata.,Traditional RAG,Having knowledge is not as powerful as applying it.,To acquire wealth is not as difficult as good stewardship.,0.6277052879333496,0.444263219833374,1.0,0.4514613603700795,0.4210526315789474,0.23529411764705882,0.4210526315789474,0.21428571428571427,0.26666666666666666,0.40909359130286765,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.444708,
MW_038,Kumaatha gutiri hinya ta kuramata.,OG-RAG,To merely dream does not equate to the strength of action.,To acquire wealth is not as difficult as good stewardship.,0.5785991787910462,0.32149794697761536,1.0,0.34445705455140907,0.1904761904761905,0.0,0.1904761904761905,0.11764705882352941,0.16666666666666666,0.35199964060941163,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.529140,
MW_039,Kuri mwoni na muraata thi.,Raw GPT-4,It is better to see than to be told.,There is one who finds wealth and one who merely mends the surface of its cracks.,0.4791559875011444,0.07288996875286102,1.0,0.12841192196393425,0.08,0.0,0.08,0.047619047619047616,0.09090909090909091,0.23660656768783478,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.593591,
MW_039,Kuri mwoni na muraata thi.,Traditional RAG,There is darkness and light in the world.,There is one who finds wealth and one who merely mends the surface of its cracks.,0.5390009403228759,0.22250235080718994,1.0,0.2967842048487933,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.2222222222222222,0.2631578947368421,0.31947484782622804,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.655731,
MW_039,Kuri mwoni na muraata thi.,OG-RAG,The path to wealth is paved with diligence and patience.,There is one who finds wealth and one who merely mends the surface of its cracks.,0.6793031692504883,0.5732579231262207,1.0,0.39661503906894324,0.3076923076923077,0.0,0.15384615384615385,0.2,0.23809523809523808,0.41053653137432544,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.724293,
MW_040,Kuria thiiri wene ni kuriha.,Raw GPT-4,The one who prepares the food is not the one who eats it most.,The way of eating a debt is paying it.,0.5535923480987549,0.2589808702468872,1.0,0.28897265034996134,0.34782608695652173,0.0,0.2608695652173913,0.11764705882352941,0.23529411764705882,0.32257736686198846,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.825928,
MW_040,Kuria thiiri wene ni kuriha.,Traditional RAG,The place where you prosper is your homeland.,The way of eating a debt is paying it.,0.5078823685646057,0.14470592141151428,1.0,0.2748872685724614,0.23529411764705882,0.0,0.23529411764705882,0.13333333333333333,0.1875,0.2993634914262038,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.887272,
MW_040,Kuria thiiri wene ni kuriha.,OG-RAG,To eat alone is to choke.,The way of eating a debt is paying it.,0.5845484495162965,0.33637112379074097,1.0,0.30890494634391763,0.26666666666666666,0.0,0.26666666666666666,0.07692307692307693,0.14285714285714285,0.34193611102688976,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:01.945574,
MW_041,Mbari ya uri moigaga matikaaga.,Raw GPT-4,The family that is united does not break.,The family of the haves often say that they will never lack.,0.653943943977356,0.4473598599433899,1.0,0.38573036274489236,0.3,0.1111111111111111,0.3,0.1875,0.23529411764705882,0.39658320455165474,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.008757,
MW_041,Mbari ya uri moigaga matikaaga.,Traditional RAG,The clan that is united stands firm.,The family of the haves often say that they will never lack.,0.5491615355014802,0.18540383875370026,1.0,0.2439199813346929,0.2105263157894737,0.0,0.2105263157894737,0.125,0.17647058823529413,0.3050366076677346,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.070614,
MW_041,Mbari ya uri moigaga matikaaga.,OG-RAG,A family that is united stands firm.,The family of the haves often say that they will never lack.,0.5704373478889465,0.23859336972236633,1.0,0.26253631717372605,0.2105263157894737,0.0,0.2105263157894737,0.125,0.17647058823529413,0.32006265016638275,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.132504,
MW_042,Mbeeca itiri mwana kana nyina.,Raw GPT-4,"A goat does not bear a calf, nor does a cow bear a kid.",With money there is no child or mother.,0.5585394859313966,0.2713487148284912,1.0,0.20659884444834511,0.0,0.0,0.0,0.0,0.05263157894736842,0.29572538992947944,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.197036,
MW_042,Mbeeca itiri mwana kana nyina.,Traditional RAG,A goat does not bear a child without a mother.,With money there is no child or mother.,0.6498916864395141,0.4997292160987854,1.0,0.39906326566218014,0.22222222222222224,0.0,0.22222222222222224,0.14285714285714285,0.2,0.39962881755756874,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.262380,
MW_042,Mbeeca itiri mwana kana nyina.,OG-RAG,Poverty spares neither child nor mother.,With money there is no child or mother.,0.722014570236206,0.6800364255905151,1.0,0.5037682434621749,0.28571428571428575,0.0,0.28571428571428575,0.16666666666666666,0.23076923076923078,0.4651247133062436,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.319208,
MW_043,Mucii uri mburi ndwagaga kihuno.,Raw GPT-4,Home is where the heart feels at ease.,A homestead with goats does not lack miscarriages.,0.49142631590366365,0.10356578975915909,1.0,0.15613037935688215,0.0,0.0,0.0,0.0,0.058823529411764705,0.2512161591363742,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.460394,
MW_043,Mucii uri mburi ndwagaga kihuno.,Traditional RAG,"At home, where there are goats, they bleat loudly.",A homestead with goats does not lack miscarriages.,0.614103376865387,0.4102584421634674,1.0,0.33411333057420706,0.11764705882352941,0.0,0.11764705882352941,0.0,0.1111111111111111,0.36258101644712726,F,Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.528133,
MW_043,Mucii uri mburi ndwagaga kihuno.,OG-RAG,A home that has goats does not lack a cooking pot.,A homestead with goats does not lack miscarriages.,0.7093472957611084,0.648368239402771,1.0,0.6090572817088414,0.5263157894736842,0.3529411764705882,0.5263157894736842,0.38461538461538464,0.42857142857142855,0.49690896690253783,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.592941,
MW_044,Mugunda ni mugema wa mwene. W,Raw GPT-4,The owner best knows where the farm is fertile.,A farm is the ornament of the owner.,0.7588758124245537,0.7166339755058289,1.0,0.503705704526748,0.5882352941176471,0.26666666666666666,0.23529411764705882,0.25,0.4166666666666667,0.4798473215541833,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.669857,
MW_044,Mugunda ni mugema wa mwene. W,Traditional RAG,The farm is the pride of the owner.,A farm is the ornament of the owner.,0.7909242630004883,0.7898106575012207,1.0,0.7701837301254272,0.75,0.5714285714285714,0.75,0.625,0.6666666666666666,0.5859340107440949,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.732063,
MW_044,Mugunda ni mugema wa mwene. W,OG-RAG,The land is the servant of its owner.,A farm is the ornament of the owner.,0.6660247802734376,0.5400619506835938,1.0,0.5654221741397492,0.625,0.14285714285714285,0.5,0.4,0.45454545454545453,0.46430767305828724,F,Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.792439,
MW_045,Mugunda wene nduinagwo.,Raw GPT-4,Every man's field is well known to him.,Another’s field is not praised.,0.5690458059310913,0.25855201482772827,1.0,0.3569967016932014,0.4,0.3076923076923077,0.4,0.18181818181818182,0.2,0.35256716796505705,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.852853,
MW_045,Mugunda wene nduinagwo.,Traditional RAG,The main homestead is not deserted.,Another’s field is not praised.,0.5664059877395631,0.29101496934890747,1.0,0.3763790487959271,0.3333333333333333,0.20000000000000004,0.3333333333333333,0.2222222222222222,0.25,0.3582950621743997,F,Low cultural authenticity - review cultural concept preservation; Low translation fidelity - significant deviation from expert translation; Cultural concepts not well preserved - check metaphor/idiom handling,2025-11-14T16:53:02.920195,
